loss_train;acc_train;loss_val;acc_val;loss_test;acc_test;rank1;rank2;rank3
0.6402949;0.8;0.48148593;0.8669;0.48722422;0.8634;73;113;114;115
0.42926723;0.8625;0.3485473;0.9009;0.3700642;0.8954;72;113;114;115
0.30650383;0.875;0.3090721;0.9147;0.33946234;0.9051;72;113;114;115
0.29937702;0.925;0.38596871;0.8874;0.41313443;0.8761;72;113;114;115
0.43825203;0.9125;0.58874774;0.819;0.6023465;0.819;72;113;114;115
0.53565913;0.8125;0.4277372;0.8796;0.438962;0.8753;72;113;114;115
0.38515335;0.9;0.43669155;0.8871;0.443396;0.8779;72;113;114;115
0.35561395;0.9;0.33109048;0.91;0.37201384;0.9002;72;113;114;115
0.4895482;0.8375;0.3494867;0.8976;0.38044044;0.8915;72;113;114;115
0.32139164;0.85;0.3507132;0.899;0.37007982;0.8912;72;113;114;115
0.44143492;0.8875;0.30816582;0.9133;0.35524824;0.9045;72;113;114;115
0.25238687;0.9125;0.3007916;0.9155;0.31470707;0.9097;72;113;114;115
0.5803469;0.8125;0.4708851;0.8694;0.52184445;0.8672;72;113;114;115
0.5276453;0.8125;0.47331607;0.8622;0.5041586;0.8475;72;113;114;115
0.27754125;0.9125;0.33921552;0.9014;0.35766488;0.8977;71;113;114;115
0.36007732;0.8875;0.28522334;0.9194;0.29268965;0.9144;71;113;114;115
0.1982799;0.95;0.30337164;0.9158;0.34112608;0.9046;71;113;114;115
0.5179981;0.8625;0.3606942;0.8995;0.38631475;0.89;71;113;114;115
0.49576885;0.8875;0.32319468;0.9069;0.36246032;0.8941;71;113;114;115
0.3813457;0.9;0.26512882;0.9229;0.30433214;0.9135;71;113;114;115
