loss_train;acc_train;loss_val;acc_val;loss_test;acc_test;rank1;rank2;rank3
2.385685;0.25;1.6352215;0.3819;1.6768844;0.3733;32;31;31;30
0.9045211;0.725;0.73454213;0.7479;0.7742691;0.7336;31;30;31;30
0.7723179;0.7125;0.68788135;0.7716;0.70160085;0.771;30;30;31;30
0.7541524;0.7125;0.8807303;0.6967;0.91306347;0.682;30;30;31;30
0.6628281;0.7625;2.7410545;0.4137;2.7334456;0.4142;29;30;31;30
0.8128649;0.7625;0.8684102;0.7011;0.91447693;0.691;29;30;30;30
1.0368191;0.7125;0.8540389;0.737;0.86159366;0.7411;28;30;30;30
0.6767842;0.775;0.6106576;0.8116;0.6441872;0.8018;27;30;30;30
0.97295046;0.675;0.78606325;0.7417;0.7726293;0.7413;26;30;30;30
0.61523426;0.7625;0.5541004;0.8303;0.56451404;0.8284;25;30;30;30
0.4253164;0.8375;0.49984005;0.8538;0.50256544;0.8532;25;30;30;30
0.75636137;0.8;0.96324885;0.6874;1.0012423;0.6823;25;30;30;29
1.0228527;0.6625;0.8324571;0.7244;0.85598224;0.7148;25;30;29;29
0.8023852;0.725;0.6080096;0.8072;0.63892657;0.7956;25;30;29;29
0.6568797;0.8375;0.6445635;0.7876;0.6796161;0.7761;24;30;29;29
0.82385224;0.7375;0.5610529;0.8377;0.59543765;0.8312;23;29;29;29
3.2210395;0.325;1.1740893;0.6249;1.1905577;0.6218;23;29;29;29
0.3711753;0.8625;0.64364153;0.8038;0.66580117;0.7936;23;29;29;29
0.5336238;0.825;0.45944443;0.8635;0.468334;0.8597;23;29;29;29
0.53131706;0.8375;0.5580049;0.8134;0.57662785;0.8101;23;28;29;28
0.6718535;0.775;0.4859711;0.8463;0.51024836;0.8469;23;28;29;28
0.39103642;0.875;0.68030846;0.7724;0.6872212;0.7692;22;28;29;28
0.2842844;0.9375;0.5115214;0.8477;0.5216929;0.8518;22;28;28;28
0.33282882;0.9125;0.59929377;0.8122;0.60387224;0.8139;22;28;28;28
0.54111737;0.8;0.4853544;0.8461;0.48893154;0.8389;22;28;28;28
0.4605905;0.8375;0.5284762;0.8368;0.5724478;0.822;22;28;28;28
0.43513808;0.875;0.37518066;0.888;0.3986246;0.8783;22;27;28;28
0.35308403;0.8875;0.46626598;0.869;0.49801534;0.8588;22;26;28;28
0.42168075;0.8625;0.42977074;0.8774;0.4360275;0.8709;22;26;28;28
0.41552964;0.9;0.36832553;0.8911;0.38689432;0.8855;22;26;28;28
0.44730195;0.8375;0.3796473;0.889;0.39960307;0.883;21;26;28;28
0.42235392;0.8875;0.32680437;0.9042;0.35253233;0.8991;21;26;28;28
0.37715477;0.8625;0.3997396;0.8783;0.41783422;0.8727;21;26;28;28
0.54521763;0.875;0.40317035;0.8826;0.4164409;0.8808;21;26;28;28
0.37019578;0.925;0.45431405;0.8579;0.49129638;0.8467;21;26;28;28
0.5060986;0.85;1.1355674;0.6838;1.178521;0.6759;21;26;28;28
0.47525916;0.825;0.3932724;0.8881;0.4401;0.8758;21;26;28;28
0.2835679;0.95;0.365994;0.8943;0.3908618;0.8875;21;26;28;28
0.35982162;0.9125;0.33409497;0.9046;0.37167326;0.8919;21;26;28;28
0.44073868;0.85;0.3099008;0.914;0.33930147;0.9044;21;26;28;28
0.53981006;0.8125;0.4604749;0.8606;0.46310863;0.8641;21;26;28;28
0.3220959;0.9;0.38321143;0.888;0.4306909;0.8765;21;26;28;28
