rank,avg_timing
5120, 0.32031223883008353
5, 0.0717414606
10, 0.08717414606404782
20, 0.0987960932120186
40, 0.1332184244340242
80, 0.1986333748820107
160, 0.3878049946180181
320, 0.8552381964399683
640, 2.2502038344303945
1280, 7.611503579210148
2560, 24.346393069990043
