loss_train;acc_train;loss_val;acc_val;loss_test;acc_test;rank1;rank2;rank3;rank4
1.1957729;0.6125;1.2072201;0.5642;1.2254791;0.5632;32;29;27;30
2.120656;0.2375;2.0989141;0.2305;2.0757546;0.2436;31;26;26;28
1.2143729;0.55;1.0554585;0.5866;1.0866585;0.5816;31;26;25;27
0.95624006;0.6375;0.7731793;0.7554;0.80791026;0.7462;29;24;25;25
0.69737554;0.825;0.6630949;0.7873;0.6805724;0.784;27;24;25;25
0.63553524;0.8;0.61679083;0.7943;0.64738816;0.7883;27;23;24;24
0.6419815;0.85;0.5612746;0.8292;0.58512723;0.8172;26;22;23;24
0.57533985;0.775;0.6298649;0.8052;0.6616088;0.7954;26;21;23;24
0.7372735;0.75;0.6040617;0.8198;0.6164941;0.8188;26;21;23;22
0.56413853;0.8;0.9775241;0.663;0.96587276;0.6634;26;21;23;22
0.56109786;0.8125;0.5043876;0.8534;0.5337837;0.8419;25;21;22;22
0.80169535;0.725;0.68571335;0.7811;0.6994367;0.769;25;21;21;22
0.7747513;0.7625;0.750882;0.7584;0.7717281;0.7554;25;20;20;21
0.49020982;0.8;0.43793184;0.8707;0.46203744;0.8633;25;20;20;21
0.2960458;0.925;0.41072658;0.8786;0.4032579;0.8785;25;19;20;20
0.41262326;0.875;0.41726503;0.8693;0.43739483;0.8636;24;19;20;20
0.7308418;0.8375;0.4661274;0.8624;0.47533536;0.8533;24;19;20;20
0.44125706;0.9;0.51986057;0.8443;0.54446185;0.8321;24;19;19;20
0.41217527;0.8375;0.3644051;0.8908;0.38415954;0.8858;24;19;19;20
0.69381773;0.775;0.40189007;0.8769;0.4105503;0.8733;24;19;19;20
0.5781851;0.8375;0.4868941;0.8521;0.5142688;0.8407;24;19;19;20
0.59383273;0.8625;0.46106875;0.8516;0.4683206;0.8492;24;19;19;20
0.43869454;0.8625;0.4246114;0.8753;0.45039755;0.8628;24;19;19;20
0.5857143;0.8375;0.39267358;0.8818;0.39879715;0.8786;24;19;19;20
0.42646298;0.8625;0.37259045;0.8866;0.37245974;0.8888;23;18;19;20
0.6637871;0.8125;0.503092;0.8521;0.5235487;0.8391;22;18;19;19
0.347998;0.85;0.3534457;0.8949;0.37760878;0.885;22;18;19;19
0.37266317;0.8625;0.39273387;0.8801;0.41616476;0.8704;22;18;19;19
