1.0670404;0.62912;1.0745765;0.53901666;1.0745765;154;155;152
0.9801633;0.6301636;0.97990096;0.6477583;0.97990096;110;109;108
0.86110413;0.7013588;0.8609279;0.7117444;0.8609279;90;89;88
0.7703123;0.74613476;0.77031964;0.74714583;0.77031964;80;79;78
0.7031254;0.77212757;0.7030593;0.7759;0.7030593;72;73;70
0.66202265;0.79072;0.6619582;0.79426944;0.6619582;67;66;65
0.6138246;0.80933905;0.61378515;0.8114762;0.61378515;63;63;60
0.57480615;0.8238936;0.5747565;0.8263229;0.5747565;59;59;58
0.53712404;0.8374075;0.537087;0.8393426;0.537087;57;57;56
0.51813537;0.8457712;0.51821285;0.84511834;0.51821285;54;54;52
0.49496478;0.8522815;0.4950443;0.84992725;0.4950443;53;52;51
0.47277284;0.8566775;0.47274983;0.85792917;0.47274983;51;49;50
0.45218527;0.86407924;0.4521656;0.8652218;0.4521656;48;47;48
0.43256217;0.87080604;0.4326115;0.8699155;0.4326115;48;46;47
0.41720432;0.8745921;0.4171915;0.87541;0.4171915;46;44;46
0.40150577;0.87988526;0.4014976;0.88058335;0.4014976;45;43;44
0.4046265;0.8809297;0.40462154;0.8814392;0.40462154;44;42;42
0.3940512;0.8845888;0.39404666;0.8851287;0.39404666;42;40;42
0.38260522;0.88839734;0.38259977;0.8889614;0.38259977;41;39;41
0.37675166;0.89092773;0.37674913;0.89133334;0.37674913;40;38;39
0.36757624;0.893904;0.36757234;0.89434206;0.36757234;39;37;38
0.36661845;0.8956412;0.36661378;0.8960106;0.36661378;38;35;37
0.35977232;0.89806277;0.3597704;0.8984138;0.3597704;38;35;37
0.35236216;0.9005077;0.35236105;0.90084374;0.35236105;37;35;36
0.3462717;0.9026369;0.34627244;0.90290266;0.34627244;36;33;36
0.3451253;0.9037587;0.34512618;0.9039109;0.34512618;36;32;35
0.34059283;0.9053323;0.3405933;0.9055636;0.3405933;36;31;35
0.33668488;0.90692693;0.33668512;0.90716845;0.33668512;35;30;34
0.33092907;0.9087092;0.33092877;0.90894365;0.33092877;35;30;33
0.32513127;0.9105112;0.32513323;0.91073835;0.32513323;34;30;32
0.3240258;0.91151565;0.32402894;0.9116672;0.32402894;33;29;31
0.32242763;0.912411;0.32243052;0.9125646;0.32243052;32;28;31
0.31810215;0.9137528;0.31810343;0.91393685;0.31810343;32;27;31
0.315489;0.9148803;0.31548926;0.9150593;0.31548926;32;27;31
0.3110526;0.9162196;0.31105578;0.9163838;0.31105578;31;26;31
0.30660713;0.917553;0.3066105;0.9177162;0.3066105;30;26;31
0.3093642;0.9166552;0.30937043;0.9163766;0.30937043;30;24;30
0.31238094;0.9148322;0.3123899;0.91444826;0.3123899;30;24;29
0.31580037;0.91306436;0.31580958;0.91282606;0.31580958;30;24;29
0.31504324;0.9131352;0.3150471;0.91324043;0.3150471;29;22;29
0.31463358;0.9137151;0.31463498;0.9138297;0.31463498;29;22;29
0.3141611;0.91426337;0.31416526;0.9143329;0.31416526;28;22;28
0.31175435;0.91510504;0.3117564;0.915231;0.3117564;28;22;28
0.30858612;0.91611785;0.3085886;0.9162284;0.3085886;27;22;28
0.3059672;0.9170238;0.30597058;0.91712147;0.30597058;27;22;27
0.30409774;0.9177931;0.30410343;0.9178725;0.30410343;26;21;26
0.3019444;0.9185502;0.3019467;0.91865104;0.3019467;26;20;26
0.3003802;0.91925645;0.30038226;0.91934377;0.30038226;26;20;26
0.29785383;0.9200372;0.29785642;0.92007923;0.29785642;26;20;26
0.29559064;0.92076486;0.29559457;0.920831;0.29559457;26;20;26
0.2934212;0.9214892;0.29342487;0.92153007;0.29342487;25;20;25
0.29099414;0.922208;0.2909969;0.9222923;0.2909969;25;20;25
0.290717;0.92234355;0.29072267;0.9221462;0.29072267;25;19;25
0.28927407;0.9225009;0.28927538;0.92258334;0.28927538;24;19;25
0.286873;0.9232468;0.2868757;0.9233209;0.2868757;24;18;24
0.2847055;0.92394716;0.2847092;0.9240107;0.2847092;24;18;24
0.28334782;0.924551;0.2833505;0.9246117;0.2833505;23;18;24
0.28134388;0.9251945;0.28134832;0.92524827;0.28134832;23;18;24
0.27947024;0.9258221;0.27947354;0.9258819;0.27947354;23;18;23
0.27989587;0.9256694;0.2798976;0.92571527;0.2798976;23;18;23
0.27825868;0.92617345;0.27826253;0.9261975;0.27826253;23;17;23
0.27798593;0.9264321;0.27798915;0.92648417;0.27798915;22;17;23
0.2761229;0.92697877;0.27612647;0.9270352;0.27612647;22;16;23
0.27440813;0.92752194;0.2744112;0.92757577;0.2744112;22;16;23
0.27268764;0.9280352;0.27269083;0.92808336;0.27269083;22;16;22
0.27130824;0.92851114;0.2713132;0.92852855;0.2713132;22;16;22
0.27015585;0.92891896;0.2701615;0.9289617;0.2701615;22;16;22
0.26929006;0.92927;0.2693008;0.9290125;0.2693008;22;16;22
0.26805112;0.9293787;0.26805818;0.92940074;0.26805818;22;16;22
0.2666917;0.9298086;0.26669514;0.92984664;0.26669514;21;16;22
0.2654368;0.93025297;0.2654419;0.9302944;0.2654419;21;16;21
0.26410788;0.93069744;0.2641136;0.9307285;0.2641136;21;16;21
0.26289827;0.931103;0.26290792;0.931103;0.26290792;21;16;21
0.26355183;0.9308104;0.26356006;0.9306543;0.26356006;20;16;21
0.26334125;0.93037885;0.263347;0.9304151;0.263347;20;16;21
0.26221502;0.9307677;0.2622204;0.9308024;0.2622204;20;15;21
0.26095662;0.93118197;0.26096255;0.9312076;0.26096255;20;15;20
0.2599098;0.9315576;0.25991675;0.93157905;0.25991675;20;15;20
0.2589612;0.9319186;0.25896865;0.93190885;0.25896865;20;14;20
0.25932005;0.9318912;0.2593263;0.93188685;0.2593263;20;14;20
0.25892755;0.9321377;0.25893387;0.9321584;0.25893387;20;14;20
0.2585597;0.93236333;0.2585671;0.9323671;0.2585671;20;14;20
0.25808117;0.9325865;0.25808787;0.93258315;0.25808787;20;14;20
0.25736085;0.93284094;0.25737044;0.9328504;0.25737044;19;14;20
0.25658432;0.93312556;0.25659013;0.93314433;0.25659013;19;13;19
0.2560121;0.93341124;0.25601888;0.9334132;0.25601888;19;13;19
0.25538883;0.9336833;0.2553964;0.93369657;0.2553964;19;13;19
0.25459546;0.93397915;0.25460124;0.9339867;0.25460124;19;13;18
0.2537206;0.93426776;0.25372908;0.93427044;0.25372908;18;13;18
0.25438583;0.934313;0.25439322;0.93430406;0.25439322;18;12;18
0.25409272;0.93446094;0.25410348;0.93445;0.25410348;18;12;18
0.25398302;0.93457425;0.25399083;0.93456376;0.25399083;18;12;18
0.25342184;0.93477416;0.2534283;0.934778;0.2534283;18;12;18
0.2528422;0.9349931;0.25285035;0.9349897;0.25285035;18;11;18
0.25246733;0.9351826;0.2524747;0.9351742;0.2524747;18;11;18
0.25266245;0.9352951;0.25266978;0.93528837;0.25266978;18;11;18
0.2528514;0.9354053;0.25286105;0.9353952;0.25286105;18;11;18
0.25262734;0.9355567;0.25263786;0.9355463;0.25263786;18;11;18
0.25485617;0.93528044;0.25486454;0.9350599;0.25486454;17;11;17
