0.25690123;0.9342952;0.25691086;0.93412614;0.25691086;17;11;17
0.2583077;0.93345654;0.25831982;0.93325514;0.25831982;17;11;17
0.26143092;0.9322316;0.26144025;0.9320637;0.26144025;16;11;17
0.26327428;0.93128884;0.26328495;0.93114436;0.26328495;16;10;17
0.26482594;0.9304374;0.2648386;0.9302521;0.2648386;16;10;17
0.26654774;0.92953515;0.2665613;0.9293919;0.2665613;16;10;17
0.26930648;0.9282217;0.2693189;0.927958;0.2693189;16;10;17
0.2716479;0.9267324;0.27166063;0.9264509;0.27166063;16;10;17
0.27424872;0.9252151;0.27426153;0.9249372;0.27426153;16;10;17
0.2769021;0.92371136;0.2769134;0.9234555;0.2769134;16;10;16
0.27893585;0.92230666;0.2789472;0.9220647;0.2789472;15;10;16
0.28149474;0.92088044;0.28151155;0.92056876;0.28151155;15;10;16
0.28579187;0.9192577;0.2858061;0.91894674;0.2858061;15;9;16
0.291888;0.91735435;0.29189587;0.91715205;0.29189587;15;9;16
0.2938814;0.91645825;0.29389054;0.91632366;0.29389054;15;9;16
0.29557583;0.91569155;0.29558626;0.91555524;0.29558626;15;9;16
0.2967266;0.9150331;0.29673827;0.91491854;0.29673827;15;9;16
0.29751262;0.914496;0.29752347;0.9143853;0.29752347;15;9;16
0.3033476;0.91317904;0.30336198;0.9126698;0.30336198;14;9;16
0.30687627;0.91145706;0.30688494;0.9112832;0.30688494;14;9;16
0.3089856;0.9105181;0.30899453;0.91035485;0.30899453;14;9;16
0.31075513;0.9097087;0.31076193;0.90959024;0.31076193;14;9;16
0.3115791;0.9091434;0.3115867;0.90904355;0.3115867;14;9;16
0.3133043;0.90845305;0.31331268;0.9083534;0.31331268;14;9;16
0.3140965;0.90795505;0.31410435;0.9078552;0.31410435;14;9;16
0.31507632;0.9074502;0.31508517;0.9073604;0.31508517;14;9;16
0.31575656;0.90700793;0.31576285;0.90690356;0.31576285;14;9;16
0.31631503;0.90679;0.31632257;0.9067878;0.31632257;14;9;16
0.31701675;0.90683675;0.31702524;0.9068375;0.31702524;14;9;16
0.31715333;0.90696454;0.31716064;0.9069681;0.31716064;14;9;16
0.3170352;0.90712863;0.31704122;0.9071456;0.31704122;14;9;16
0.3195517;0.90678257;0.319559;0.9066631;0.319559;14;9;15
0.32045743;0.9064851;0.32046452;0.906473;0.32046452;14;9;15
0.32151508;0.9063591;0.3215216;0.9063132;0.3215216;14;9;15
0.32227394;0.90621096;0.3222809;0.9061938;0.3222809;14;9;15
0.3230841;0.9061368;0.32309082;0.9061162;0.32309082;14;9;15
0.32353255;0.90609205;0.3235398;0.90606654;0.3235398;13;9;15
0.32491738;0.9059585;0.32492518;0.90593445;0.32492518;13;9;15
0.3255962;0.905902;0.32560697;0.9058801;0.32560697;13;9;15
0.32592255;0.905893;0.32592973;0.9058909;0.32592973;13;9;15
0.32619047;0.90591156;0.32620028;0.90590596;0.32620028;13;9;15
0.32674116;0.9059046;0.32675022;0.9058963;0.32675022;13;9;14
0.32684;0.9059438;0.32684824;0.90594167;0.32684824;13;9;14
0.32701612;0.9059866;0.3270227;0.90598285;0.3270227;13;9;14
0.3269557;0.9060501;0.32696483;0.9060383;0.32696483;13;9;14
0.32696432;0.90610045;0.32696927;0.9060855;0.32696927;13;9;14
0.32701573;0.9061358;0.3270221;0.9061315;0.3270221;13;9;14
0.32708895;0.9061899;0.32709557;0.90618604;0.32709557;13;9;14
0.32897183;0.9060487;0.32897767;0.90600306;0.32897767;13;9;14
0.32999858;0.9059571;0.33000597;0.90591675;0.33000597;13;9;14
0.33020443;0.90591747;0.33021355;0.905882;0.33021355;13;9;14
0.33023858;0.90592575;0.33024788;0.9059048;0.33024788;13;9;14
0.33057147;0.90591216;0.33058253;0.9059042;0.33058253;12;9;14
0.33064863;0.9059485;0.33065972;0.9059483;0.33065972;12;9;13
0.3305694;0.90600705;0.3305789;0.90600705;0.3305789;12;9;13
0.33065674;0.9060535;0.33066761;0.90602976;0.33066761;12;9;13
0.33191797;0.90600383;0.3319245;0.9057474;0.3319245;12;9;13
0.33337504;0.90517545;0.33337906;0.9050607;0.33337906;12;8;13
0.33426425;0.9045964;0.3342685;0.90450263;0.3342685;12;8;13
0.33496702;0.9041033;0.33497152;0.90403366;0.33497152;12;8;13
0.33539128;0.90393054;0.3353946;0.9039112;0.3353946;12;8;13
0.3354747;0.90393525;0.33547843;0.9039346;0.33547843;12;8;13
0.3361619;0.9039066;0.33616656;0.9038571;0.33616656;12;8;13
0.3363399;0.90385854;0.33634275;0.9038626;0.33634275;12;8;13
0.3361619;0.9039323;0.33616534;0.90393686;0.33616534;12;8;12
0.33611584;0.90398496;0.3361194;0.90397084;0.3361194;12;8;12
0.33651766;0.9038851;0.33652294;0.9038682;0.33652294;12;8;12
0.3365013;0.9039176;0.33650506;0.90392244;0.33650506;12;8;12
0.33628535;0.90400326;0.33628863;0.9040058;0.33628863;12;8;12
0.3360367;0.9040928;0.3360395;0.9040976;0.3360395;12;8;12
0.3358146;0.90418196;0.33581728;0.9041862;0.33581728;12;8;12
0.33569777;0.9042555;0.33570123;0.9042565;0.33570123;12;8;12
0.33550125;0.90434706;0.33550578;0.9043515;0.33550578;12;8;12
0.33520335;0.90445167;0.33520603;0.90446126;0.33520603;12;8;12
0.33490098;0.9045646;0.33490402;0.90457344;0.33490402;12;8;12
0.33461475;0.90467304;0.3346179;0.90467936;0.3346179;12;8;12
0.33639088;0.904011;0.33639723;0.90387964;0.33639723;12;8;12
0.33798838;0.90335023;0.33799478;0.90326196;0.33799478;12;8;12
0.33915654;0.90296626;0.3391631;0.90288013;0.3391631;12;8;12
0.3408376;0.90266347;0.34084162;0.9026433;0.34084162;12;8;12
0.34129748;0.90257514;0.34130156;0.90256083;0.34130156;12;8;12
0.34188;0.9024918;0.34188354;0.90247303;0.34188354;12;8;12
0.3423913;0.9024067;0.3423954;0.9023983;0.3423954;11;8;12
0.34292236;0.9023501;0.34292588;0.902339;0.34292588;11;8;12
0.34311926;0.9023349;0.3431223;0.9023279;0.3431223;11;8;12
0.3433573;0.90231824;0.34336072;0.90230674;0.34336072;11;8;12
0.3439938;0.9022195;0.34399742;0.9022105;0.34399742;11;8;12
0.34416318;0.9022158;0.34416613;0.90220964;0.34416613;11;8;12
0.34434113;0.9022214;0.34434435;0.90221363;0.34434435;11;8;12
0.34444022;0.90223336;0.34444353;0.90222573;0.34444353;11;8;12
0.3445559;0.9022389;0.34455925;0.9022351;0.34455925;11;8;12
0.34469426;0.90224534;0.3446977;0.9022363;0.3446977;11;8;12
0.34490326;0.9022402;0.34490582;0.90222824;0.34490582;11;8;11
0.3449795;0.9022483;0.34498173;0.90224165;0.34498173;11;8;11
0.34521326;0.90223855;0.34521583;0.90223134;0.34521583;11;8;11
0.34530815;0.90224785;0.34531197;0.9022441;0.34531197;11;8;11
0.3453729;0.90227455;0.34537566;0.90227383;0.34537566;11;8;11
0.3454206;0.9023064;0.3454242;0.90230167;0.3454242;11;8;11
0.34604007;0.90225196;0.34604555;0.9022339;0.34604555;11;8;11
0.34649447;0.90220547;0.34649828;0.9021997;0.34649828;11;8;11
0.347197;0.90214247;0.34720132;0.90211;0.34720132;10;8;11
