loss_train;acc_train;loss_val;acc_val;loss_test;acc_test;rank1;rank2;rank3;rank4
1.3293225;0.5625;1.1885452;0.6092;1.220315;0.6004;86;75;75;76
1.0199839;0.65;0.9210834;0.6531;0.9398929;0.6511;86;75;75;76
0.9836601;0.725;1.0557097;0.6236;1.0854813;0.6177;83;75;75;76
0.61225605;0.8125;0.72816503;0.7781;0.80121243;0.7594;78;75;75;76
0.4967509;0.875;0.74140126;0.763;0.7653655;0.7489;75;75;75;76
1.5352796;0.525;0.62966514;0.8005;0.66133386;0.7795;72;75;75;76
0.5389021;0.8625;1.0255806;0.6387;1.0493063;0.6323;68;75;75;76
0.43950588;0.9;0.42565787;0.8782;0.4549395;0.8686;67;74;75;76
0.5465297;0.8625;0.537893;0.8282;0.5615625;0.8184;66;74;75;76
0.6207868;0.8125;0.72955644;0.7706;0.75490475;0.7602;65;73;75;76
0.72998476;0.7875;0.5264293;0.8471;0.5447438;0.8413;63;73;75;76
0.71323955;0.8125;0.66152877;0.7752;0.69916326;0.7615;62;73;75;76
0.44872636;0.8375;0.6388344;0.7889;0.6563624;0.7893;61;73;75;76
1.0321438;0.7;0.7530291;0.7473;0.76039237;0.7425;60;73;75;76
2.884538;0.375;1.5303942;0.5026;1.566734;0.4984;59;73;75;76
0.4614119;0.8125;0.55258423;0.8321;0.58305323;0.8256;59;73;75;76
0.5920434;0.8;0.79044354;0.7532;0.7996577;0.753;58;73;75;76
0.74849415;0.75;0.5898216;0.8193;0.61237043;0.8117;58;73;75;76
0.4809186;0.8375;0.6393467;0.8149;0.6752432;0.8002;57;73;75;76
0.37075928;0.875;0.49920693;0.8441;0.53566825;0.8324;57;73;75;76
0.47057685;0.8625;0.5280964;0.8472;0.5561035;0.8354;57;73;75;76
0.60433203;0.85;0.5818361;0.8347;0.62830144;0.8201;57;72;75;76
6.16286;0.1625;3.3366675;0.3204;3.4461832;0.2958;57;72;75;76
0.537152;0.825;0.5337885;0.8333;0.5689786;0.8224;56;72;74;76
0.80688465;0.8125;0.6482021;0.7987;0.6520389;0.79;56;72;74;76
0.6619439;0.8375;0.5422192;0.8375;0.55996215;0.8346;55;72;74;76
0.654801;0.8125;0.55536145;0.8437;0.5340723;0.8423;55;72;74;76
0.6763574;0.85;0.522598;0.846;0.54964495;0.8354;54;72;74;76
0.8027069;0.7625;0.57672405;0.8215;0.5894147;0.8246;54;72;74;76
0.31159294;0.8875;0.47246456;0.8564;0.49106455;0.8533;54;72;74;76
0.60488236;0.7875;0.57927424;0.8307;0.62329406;0.8218;54;72;74;76
0.48154172;0.8375;0.60878986;0.8025;0.61990863;0.7971;54;72;74;76
0.68763703;0.775;0.51433945;0.8572;0.53740907;0.8514;54;72;74;76
1.436671;0.675;0.8588124;0.7308;0.8862078;0.7275;54;72;73;76
0.65243685;0.7625;0.5084908;0.8438;0.5294659;0.8419;54;72;73;76
0.672315;0.7875;0.6688826;0.8012;0.6955049;0.7946;54;72;73;76
0.48779956;0.8125;0.6482875;0.7918;0.6651836;0.7903;53;72;73;76
0.8305067;0.7375;0.64581203;0.7994;0.662212;0.7943;53;72;73;76
1.1280801;0.6875;0.5418947;0.8343;0.57001746;0.8256;53;72;73;76
0.5147897;0.85;0.4636326;0.8573;0.4887353;0.8539;53;71;73;76
1.0632594;0.7125;0.63325685;0.7917;0.6471633;0.7968;53;71;73;76
0.60328484;0.8125;0.6474221;0.8046;0.70946544;0.7878;53;71;73;76
0.7451645;0.725;0.59521717;0.8108;0.6377082;0.7981;52;71;73;76
0.8465584;0.7;0.4930539;0.8545;0.5282154;0.8459;52;71;73;76
0.7929594;0.7625;0.47770122;0.8625;0.5164067;0.8529;52;71;73;76
0.4927918;0.85;0.44720772;0.8769;0.49759227;0.8656;52;71;73;76
0.60733116;0.825;0.50970376;0.8548;0.5538174;0.8478;52;71;73;76
1.0269264;0.7125;0.53447413;0.8465;0.54012996;0.845;51;71;73;76
0.39777493;0.8625;0.5266874;0.8332;0.55882674;0.8295;51;71;73;76
0.26554215;0.925;0.48637968;0.8618;0.5080499;0.8518;50;71;73;76
0.44322437;0.875;0.62550217;0.8183;0.65019494;0.8155;50;71;73;76
0.56317973;0.9;0.69288605;0.8104;0.67432135;0.8113;50;71;73;76
0.40957984;0.8375;0.5067154;0.8555;0.54899025;0.8477;50;71;73;76
0.39769045;0.8875;0.40458632;0.8782;0.46444696;0.8666;50;71;73;76
0.28936988;0.875;0.45756173;0.8656;0.5006506;0.8561;50;71;73;76
0.6951838;0.8;0.4947372;0.8579;0.5271264;0.8475;50;71;73;76
0.3283069;0.9;0.44414014;0.875;0.4561421;0.8693;50;71;73;76
0.3974596;0.85;0.47101796;0.8651;0.49097484;0.8608;50;71;73;76
0.4993058;0.85;0.3683125;0.8924;0.3864855;0.8846;50;71;73;76
0.5649473;0.7875;0.40415788;0.8867;0.42526266;0.8756;50;71;73;76
0.69722664;0.85;0.44089952;0.8669;0.49638203;0.8551;50;71;73;76
0.62566656;0.8875;0.42317143;0.875;0.45120233;0.866;50;71;73;76
0.376203;0.85;0.38184434;0.8869;0.3884626;0.8817;50;71;73;76
0.3318115;0.8875;0.4017911;0.8836;0.42748126;0.8792;50;71;73;76
0.46388322;0.8625;0.34090018;0.9024;0.35480812;0.901;50;71;73;76
0.53185046;0.8125;0.33929017;0.9023;0.33922976;0.9042;50;71;73;76
0.3153879;0.9125;0.3484581;0.9081;0.34040514;0.9069;50;71;73;76
0.6051134;0.825;0.37616864;0.8894;0.40316588;0.8809;50;71;73;76
0.51796544;0.85;0.45710933;0.8622;0.48737544;0.8556;50;71;73;76
0.73762006;0.8125;0.42983857;0.8783;0.45387632;0.8706;50;71;73;76
0.45079517;0.85;0.41879937;0.8759;0.43235812;0.869;50;71;73;76
