loss_train;acc_train;loss_val;acc_val;loss_test;acc_test;rank1;rank2;rank3;rank4
1.05844;0.725;0.9029602;0.6993;0.93317634;0.6956;115;104;104;103
0.80452025;0.7375;0.7986527;0.7264;0.81062746;0.7226;115;106;105;104
3.2297764;0.0625;3.2463593;0.0956;3.2212267;0.0984;115;106;105;104
1.0699594;0.5875;1.4243107;0.5254;1.4124899;0.5199;115;106;105;104
0.9198448;0.675;1.4086896;0.5311;1.4758863;0.5187;115;106;105;104
1.356488;0.5;1.4453;0.4623;1.5109646;0.4526;115;106;105;104
1.2252225;0.5625;1.0460318;0.6535;1.0634897;0.6454;115;106;105;104
1.5249405;0.4625;1.2620586;0.5274;1.3215092;0.5122;115;106;105;104
1.0074661;0.7;2.1629093;0.3367;2.1969175;0.3395;115;106;105;104
1.1074623;0.5875;0.7619916;0.7264;0.7668661;0.7247;115;106;105;104
1.0721207;0.6375;0.733282;0.7617;0.7851795;0.7385;115;106;105;104
0.6907973;0.7875;0.7246857;0.7544;0.74979544;0.7465;115;106;105;104
1.1775472;0.625;0.783603;0.7626;0.7942975;0.7506;114;106;105;104
0.5943826;0.7625;0.8536919;0.696;0.8759209;0.6872;113;106;105;104
0.7587174;0.8;0.55016106;0.8304;0.54986244;0.827;110;106;105;104
0.69786924;0.85;0.61788344;0.8204;0.63108265;0.8164;109;106;105;104
0.79472613;0.725;0.8393162;0.7278;0.8844554;0.7141;106;106;105;104
1.4614611;0.5625;0.7543125;0.7567;0.7998086;0.7473;105;106;105;104
0.8235558;0.775;0.65736866;0.7951;0.69119215;0.7783;105;106;105;104
0.8197587;0.725;0.7280664;0.778;0.72665197;0.7724;104;106;105;104
0.85238683;0.7875;0.69690496;0.7872;0.69351876;0.7789;103;106;105;104
0.8025154;0.8;0.8293599;0.755;0.8578279;0.7489;102;106;105;104
0.5623032;0.8375;0.7993583;0.7506;0.84481484;0.7423;100;106;105;104
0.55095977;0.7875;0.6283158;0.8241;0.69979227;0.8085;99;106;105;104
0.88176936;0.7;0.6461853;0.7899;0.6679818;0.7815;99;106;105;104
0.7205493;0.8;0.75405085;0.7832;0.7806542;0.7802;99;106;105;104
0.7943615;0.8;0.8944592;0.754;0.932048;0.7484;97;106;105;104
0.937216;0.6875;0.5835082;0.8302;0.65168804;0.8145;95;106;105;104
0.729177;0.775;0.5667522;0.8388;0.6032674;0.8271;95;106;105;104
0.49292725;0.8375;0.5090989;0.8632;0.530959;0.8531;93;106;105;104
0.49446893;0.825;0.5487159;0.8349;0.56377345;0.8297;92;106;105;104
0.6863069;0.825;0.4830061;0.8655;0.5311703;0.8539;91;106;105;104
1.0922943;0.7125;0.737875;0.7784;0.76762843;0.7695;89;106;105;104
0.6600699;0.7875;0.57834923;0.8366;0.61577296;0.8278;89;106;105;104
0.565811;0.825;0.73266083;0.7608;0.75264704;0.7568;88;106;105;104
0.6469771;0.825;0.5741172;0.8288;0.59093577;0.8249;87;106;105;104
0.70717174;0.7875;0.5720832;0.8288;0.6098232;0.8165;86;106;105;104
0.56863844;0.825;0.7945412;0.7506;0.8299359;0.7414;85;106;105;104
1.1957345;0.675;0.84127444;0.7364;0.84732264;0.7323;84;106;105;104
0.7374202;0.7875;0.5676167;0.8263;0.60793686;0.8137;84;106;105;104
0.7585093;0.725;0.7244468;0.79;0.75429815;0.7874;83;106;105;104
0.9927474;0.75;0.626096;0.8277;0.6660119;0.8173;83;106;105;104
0.8752022;0.7125;0.5595702;0.8417;0.57320386;0.8445;82;106;105;104
0.7378131;0.8;0.56256926;0.8355;0.61463225;0.8215;82;106;105;104
0.49262357;0.8125;0.6516749;0.8137;0.6708385;0.8097;81;106;105;104
0.75210154;0.7625;0.64822805;0.8121;0.69441223;0.7978;80;106;105;104
0.69162416;0.7625;0.45799288;0.8725;0.47917753;0.8613;80;106;105;104
0.7882009;0.775;0.5396911;0.8552;0.5845301;0.8444;79;106;105;104
0.7273644;0.8125;0.5500311;0.8443;0.5933728;0.8302;79;106;105;104
0.4863688;0.8125;0.42677394;0.8818;0.4545988;0.8733;79;106;105;104
0.70013857;0.75;0.5839181;0.8221;0.6211244;0.8161;78;106;105;104
0.6716725;0.7875;0.5143409;0.8519;0.5073881;0.8534;78;106;105;104
0.55355227;0.8625;0.4604079;0.873;0.49399716;0.8623;77;106;105;104
0.5717643;0.85;0.43229726;0.8724;0.46782413;0.8574;77;106;105;104
0.60431135;0.775;0.47844356;0.857;0.5094552;0.8491;77;106;105;104
0.43176118;0.8625;0.527406;0.8545;0.5309805;0.8523;77;106;105;104
0.6455747;0.8;0.43114716;0.878;0.45194814;0.8715;76;106;105;104
0.77619255;0.7625;0.4265981;0.8776;0.4461204;0.8749;76;106;105;104
0.5382986;0.8375;0.56465995;0.8266;0.6214274;0.8087;76;106;105;104
0.3845098;0.8875;0.42870215;0.8748;0.46407783;0.8639;76;106;105;104
0.4072094;0.8875;0.43312392;0.8753;0.4627535;0.8671;76;106;105;104
