loss_train;acc_train;loss_val;acc_val;loss_test;acc_test;rank1;rank2;rank3
0.4487881;0.875;0.42870352;0.8694;0.44823804;0.8644;34;37;34;35
0.20518562;0.9625;0.45188594;0.8617;0.46657652;0.8558;34;37;34;35
0.4134594;0.875;0.43051493;0.8805;0.46727362;0.8661;34;36;34;35
0.6740855;0.8625;0.57968515;0.831;0.59938264;0.826;33;36;34;35
1.299465;0.5375;0.9399888;0.7075;1.0132473;0.6898;33;36;34;35
0.61602414;0.8125;0.48811352;0.8654;0.47694698;0.8674;33;36;34;35
0.3775949;0.875;0.48854032;0.8541;0.5274447;0.8436;33;36;34;35
0.35918194;0.9125;0.49876896;0.8449;0.5337706;0.8336;33;36;34;35
0.5905056;0.825;0.47770268;0.8532;0.50883216;0.842;33;36;34;35
0.37770838;0.8875;0.35237783;0.8958;0.37485963;0.8944;33;36;34;35
0.41793364;0.8375;0.39556783;0.8786;0.39287892;0.8792;33;36;34;35
0.30798674;0.8875;0.3369608;0.9004;0.35618478;0.8984;33;36;34;35
0.38108578;0.9;0.36921996;0.8972;0.40053207;0.8874;33;36;34;35
0.37454113;0.875;0.31361422;0.9096;0.35226348;0.9023;33;36;34;35
1.2935286;0.7;0.5798725;0.8161;0.6224873;0.8013;33;35;34;35
0.45581502;0.8875;0.5565449;0.834;0.5627899;0.8302;33;35;34;34
0.721009;0.8375;0.34702936;0.9018;0.3634123;0.89;33;35;34;34
0.34459347;0.8625;0.3992673;0.8801;0.43459013;0.8701;33;35;34;34
0.5057012;0.875;0.3595258;0.8983;0.3955789;0.8832;32;35;34;34
0.5326287;0.825;0.3707065;0.8912;0.37383425;0.8844;32;35;34;34
0.6328476;0.8625;0.34400365;0.8952;0.3588751;0.8939;32;35;34;34
0.48905975;0.8625;0.3651729;0.8834;0.40521243;0.876;32;35;34;34
0.23539767;0.925;0.29952294;0.91;0.32917568;0.8985;32;35;34;34
0.38147447;0.9;0.31973177;0.9083;0.33797655;0.9007;32;35;34;34
0.42970657;0.825;0.3454131;0.8954;0.3559237;0.8927;31;35;34;34
0.32685518;0.875;0.30014503;0.9126;0.3183603;0.9109;31;35;34;34
0.22895959;0.9;0.300974;0.9089;0.3244427;0.9058;31;35;34;34
0.2777056;0.9125;0.25646737;0.9242;0.27277112;0.9211;31;35;33;34
0.21643698;0.95;0.34487975;0.8934;0.37686655;0.8862;31;35;33;34
0.49373657;0.85;0.3899761;0.8817;0.40789574;0.8743;31;35;33;34
0.34984922;0.8875;0.2794896;0.9168;0.31447735;0.9086;31;34;33;34
0.3668769;0.9125;0.25836048;0.9229;0.27904168;0.9162;31;34;33;34
0.21641794;0.925;0.28290606;0.9118;0.2919407;0.9117;31;34;33;34
0.322054;0.9125;0.25803334;0.9246;0.28456524;0.9167;31;34;33;34
0.27017894;0.925;0.29407138;0.9159;0.31891873;0.9086;31;34;33;34
0.28227264;0.925;0.24894902;0.9264;0.27696776;0.9174;31;34;33;34
0.4766697;0.825;0.33927438;0.9044;0.3560321;0.8981;31;34;33;34
0.3471276;0.875;0.31172836;0.9044;0.3232944;0.9018;30;33;33;34
0.43745223;0.8875;0.31252778;0.9069;0.3346877;0.8968;30;33;33;33
0.3478004;0.875;0.28741705;0.9168;0.29651895;0.9123;30;33;33;33
0.2099634;0.9375;0.29398572;0.9162;0.30018818;0.9091;30;33;33;33
0.33564425;0.9125;0.27997556;0.9198;0.3014049;0.912;30;33;33;33
0.20510836;0.925;0.26323092;0.9277;0.2780844;0.9215;30;33;33;33
0.46600875;0.85;0.33680868;0.8972;0.35630214;0.8925;30;33;33;33
0.3734376;0.8625;0.28258988;0.9202;0.30207476;0.9139;30;33;33;33
0.31476203;0.9125;0.36389828;0.8977;0.3612754;0.8963;30;33;33;33
0.48454362;0.85;0.29915845;0.9118;0.3238766;0.9014;30;33;33;33
0.27910194;0.9;0.29351315;0.9202;0.31496897;0.9136;30;33;33;33
0.40700036;0.8;0.29687148;0.9098;0.31797662;0.9021;30;33;33;33
0.30478504;0.8625;0.26433894;0.9268;0.2783662;0.9214;30;33;33;33
0.5814482;0.9;0.28079027;0.9205;0.302325;0.9132;30;33;33;33
0.19519618;0.9375;0.2638306;0.9264;0.28729686;0.9184;30;33;33;33
0.3277834;0.9;0.30951324;0.9135;0.32886416;0.9091;30;33;33;33
0.28683686;0.9125;0.27585015;0.9194;0.30166984;0.9122;30;33;33;33
0.2900234;0.925;0.2636356;0.9247;0.30559167;0.9176;30;33;33;33
0.2780848;0.95;0.27854306;0.9232;0.29324058;0.9183;30;33;33;33
0.18107966;0.95;0.23830236;0.9325;0.25226226;0.9252;30;33;33;33
0.47542325;0.8375;0.55221623;0.8362;0.5728367;0.8347;30;33;33;33
0.2942667;0.8875;0.25741586;0.9252;0.27310586;0.9185;30;33;33;33
0.32316202;0.9125;0.29760033;0.9181;0.3016756;0.9163;30;33;33;33
0.27091622;0.9375;0.28957042;0.9176;0.3197546;0.9123;30;33;33;33
0.1411216;0.9375;0.23984614;0.928;0.24737105;0.9291;30;33;33;33
0.30265877;0.95;0.2409146;0.9311;0.26256627;0.9232;30;33;33;33
0.34832987;0.925;0.23736921;0.9279;0.25324655;0.9276;30;33;33;33
0.24341941;0.925;0.22765659;0.9326;0.25140092;0.9303;30;33;33;33
0.24869962;0.925;0.22150503;0.9351;0.24115372;0.933;29;33;33;33
0.22124176;0.925;0.20618288;0.943;0.23026289;0.9342;29;33;33;32
0.30579725;0.9;0.25608417;0.9268;0.285594;0.9168;29;33;33;32
0.6265148;0.8625;0.22631164;0.9345;0.24464294;0.9252;29;33;33;32
0.227881;0.9375;0.22364959;0.9372;0.24864043;0.9294;29;33;33;32
0.31354028;0.9125;0.21221055;0.9371;0.22459309;0.9338;29;33;33;32
0.1541467;0.95;0.23042837;0.936;0.24876638;0.9308;29;33;33;32
0.41831914;0.9;0.20321926;0.9431;0.22265705;0.9346;29;33;33;32
1.2925463;0.65;1.1334834;0.6648;1.2184937;0.6531;29;33;33;32
0.4297257;0.8875;0.24258474;0.9302;0.2550649;0.9209;29;33;33;32
0.1463081;0.95;0.20727776;0.9436;0.22654667;0.9299;29;32;33;32
0.21192949;0.9125;0.19854969;0.9446;0.22205798;0.9358;29;32;33;32
0.119830586;0.975;0.24254653;0.9308;0.28708652;0.9166;29;32;33;32
0.2595327;0.9125;0.21823809;0.938;0.23891944;0.9309;29;32;33;32
0.6863787;0.825;0.32013744;0.916;0.3216087;0.9122;29;32;33;32
0.21115828;0.9125;0.27262002;0.9177;0.29274532;0.9101;29;32;33;32
0.2156587;0.9625;0.25440985;0.9281;0.2746249;0.9185;29;32;33;32
0.35142252;0.9;0.2508662;0.9278;0.272618;0.9213;29;32;33;32
0.20827162;0.95;0.22636177;0.936;0.24876851;0.9274;29;32;33;32
0.3909747;0.9;0.22141106;0.9386;0.23969527;0.9318;29;32;33;32
0.30928877;0.9375;0.2791472;0.9221;0.2936216;0.9156;28;32;33;32
0.23527165;0.9375;0.25278872;0.9263;0.287415;0.9138;28;32;33;32
0.24147749;0.9125;0.29236338;0.913;0.329875;0.902;28;32;33;32
0.24858394;0.9375;0.2621027;0.9256;0.29741308;0.9159;28;32;33;32
0.55901355;0.875;0.24013655;0.9286;0.2670501;0.9244;28;32;33;32
0.15923731;0.95;0.24244651;0.9282;0.2646144;0.9222;28;32;33;32
0.36848134;0.8875;0.2593189;0.9237;0.28550255;0.9192;28;32;33;32
0.3014168;0.9;0.26763234;0.9229;0.28841886;0.914;28;32;33;32
0.12579565;0.9625;0.22771111;0.935;0.24338228;0.9314;28;32;33;32
0.2543725;0.95;0.21575885;0.9386;0.22374731;0.9382;28;32;33;32
0.13669011;0.9625;0.22942795;0.9342;0.22554012;0.936;28;32;33;32
0.1768815;0.975;0.20432948;0.9388;0.23115064;0.933;28;32;33;32
0.37610656;0.8875;0.23368599;0.9315;0.27338848;0.9217;28;32;33;32
0.32085568;0.9125;0.22914942;0.9288;0.25253177;0.9263;28;32;33;32
0.23114192;0.925;0.21871215;0.9373;0.23616631;0.9315;28;32;33;32
0.32720238;0.9;0.20987715;0.9396;0.22222193;0.9352;28;32;33;32
0.55203515;0.9;0.23338841;0.9323;0.26246092;0.9255;28;32;33;32
0.19363686;0.9375;0.20956638;0.9388;0.24560176;0.9315;28;32;33;32
0.21518032;0.9125;0.2076639;0.9434;0.22765718;0.9396;28;32;33;32
0.29102573;0.9125;0.20592436;0.9376;0.22873074;0.9347;28;32;33;32
0.14276434;0.95;0.22753784;0.9342;0.25417617;0.9286;28;32;33;31
0.22409292;0.9125;0.19335853;0.9445;0.22276011;0.9378;28;32;33;31
0.20430939;0.9625;0.23350044;0.9315;0.25320888;0.9239;28;32;33;31
0.16674984;0.925;0.23312427;0.9303;0.24971724;0.926;28;32;33;31
0.15874588;0.9375;0.21368393;0.9377;0.24180974;0.9336;28;32;33;31
0.29821327;0.9375;0.1993415;0.9428;0.22164546;0.9356;28;32;33;31
0.25220782;0.925;0.32253832;0.9065;0.34968346;0.8986;28;32;33;31
0.17949085;0.95;0.24933255;0.9274;0.26281956;0.9244;28;32;33;31
0.2439713;0.925;0.23316821;0.9358;0.25094193;0.9318;28;32;33;31
0.4116527;0.925;0.20557792;0.941;0.23442104;0.9305;28;32;33;31
0.21124582;0.9375;0.29584098;0.915;0.34342656;0.8982;28;32;33;31
0.21326987;0.9125;0.3073785;0.9155;0.32836786;0.9092;28;32;33;31
0.55510485;0.875;0.59521765;0.8254;0.6149001;0.8163;28;32;33;31
0.32863885;0.875;0.38077074;0.8936;0.4092813;0.8858;28;32;33;31
0.17933917;0.925;0.24743874;0.9314;0.27949736;0.921;28;31;33;31
0.2194438;0.925;0.2516391;0.9274;0.29357916;0.9208;28;31;33;31
0.2084908;0.95;0.2686988;0.9212;0.29620597;0.9155;28;31;33;31
0.3139655;0.9125;0.22704355;0.9353;0.25174767;0.9256;28;31;33;31
0.16471745;0.9375;0.23623313;0.9295;0.25796282;0.9295;28;31;33;31
0.26601133;0.925;0.23000115;0.9313;0.2458464;0.9287;28;31;33;31
0.18707065;0.9375;0.24688789;0.9302;0.2656107;0.9275;28;31;33;30
0.22076473;0.8875;0.2774584;0.9201;0.30421704;0.9107;28;31;33;30
0.20008631;0.925;0.22879261;0.9344;0.25316793;0.9255;28;31;33;30
0.20209177;0.95;0.2125033;0.9416;0.21902344;0.9361;28;31;33;30
0.21429472;0.9;0.24601485;0.9279;0.2668132;0.922;28;31;33;30
0.24702246;0.9375;0.22561397;0.9345;0.24815609;0.9249;28;31;33;30
0.3018817;0.9;0.31242165;0.9098;0.3338663;0.9005;28;31;33;30
0.4797841;0.8625;0.4169251;0.8835;0.46568868;0.8689;28;31;33;30
0.26378354;0.9625;0.25214493;0.9255;0.27979818;0.9163;28;31;33;30
0.19132093;0.925;0.25230014;0.9276;0.28092098;0.9181;28;31;33;30
0.2948858;0.9125;0.27848527;0.928;0.3139831;0.9198;28;31;33;30
0.25064296;0.9;0.21810654;0.9418;0.2409144;0.9313;28;31;33;30
0.29465628;0.925;0.27319598;0.9222;0.29919308;0.9168;28;31;33;30
0.28186873;0.9625;0.24133457;0.9326;0.2523032;0.933;28;31;33;30
0.19310537;0.9;0.26522267;0.9192;0.2837388;0.9179;28;31;33;30
0.36435506;0.9;0.23011638;0.9341;0.25456366;0.9293;28;31;33;30
0.36201847;0.925;0.19849153;0.9441;0.20677935;0.9386;28;31;33;30
0.3869622;0.9125;0.20870483;0.939;0.23489285;0.9332;28;31;33;30
0.23566318;0.925;0.23135366;0.9325;0.25242612;0.925;28;31;33;30
0.19669782;0.9125;0.29447523;0.9153;0.3206312;0.9089;28;31;33;30
0.24530521;0.9375;0.24306582;0.9257;0.26534313;0.9244;28;31;33;30
0.228839;0.8875;0.3251627;0.8987;0.33944634;0.8944;28;31;33;30
0.15580793;0.9375;0.32231015;0.9075;0.35419723;0.9;28;31;33;30
0.24022229;0.925;0.26154444;0.9254;0.2800202;0.9144;28;31;33;30
0.32512763;0.9;0.34661826;0.904;0.35587344;0.9018;28;31;33;30
0.22595629;0.9125;0.24748579;0.9335;0.2562743;0.9261;28;31;33;30
0.19880718;0.95;0.21479774;0.9363;0.22728638;0.9336;28;31;33;30
0.22106509;0.925;0.2460331;0.9281;0.26540807;0.9245;28;31;33;30
0.17564042;0.9375;0.21616863;0.9382;0.24162552;0.9316;28;31;33;30
0.28526902;0.9375;0.23250574;0.9343;0.27142578;0.9237;28;31;33;30
0.13939376;0.9625;0.21196748;0.9409;0.23745582;0.9326;28;31;33;30
0.21104881;0.9125;0.23344302;0.9359;0.25868648;0.9319;28;31;33;30
0.23723614;0.925;0.21207461;0.9404;0.23806955;0.9325;28;31;33;30
0.2795269;0.9;0.23041838;0.9356;0.26022246;0.9273;28;31;33;30
0.082500085;0.975;0.21190737;0.9425;0.23960298;0.9361;28;31;33;30
0.18644193;0.95;0.29749233;0.9182;0.3302828;0.9104;28;31;33;30
0.4556734;0.9125;0.24404036;0.9334;0.2708313;0.9277;28;31;33;30
0.046806198;1.0;0.2106836;0.9401;0.24154773;0.9336;28;31;33;30
0.32141685;0.95;0.20502959;0.9428;0.22936599;0.9339;28;31;33;30
0.23791254;0.9;0.20934102;0.9447;0.24146733;0.9382;28;31;33;30
0.14492103;0.925;0.20748779;0.9422;0.2421313;0.933;28;31;33;30
0.2716692;0.925;0.21847187;0.9361;0.24327359;0.9296;28;31;33;30
0.117589936;0.95;0.22859712;0.9362;0.24611689;0.933;28;31;33;30
0.32365176;0.875;0.21300712;0.9403;0.22571802;0.9365;28;31;33;30
0.18205658;0.9375;0.24574336;0.9322;0.26253673;0.9271;28;31;33;30
0.24587151;0.9125;0.20672703;0.9426;0.21723954;0.9402;28;31;33;30
0.21774748;0.9375;0.189307;0.9448;0.20163672;0.9406;28;31;33;30
0.22068498;0.8875;0.21058261;0.9414;0.22171931;0.9361;28;31;33;30
0.027793223;0.9875;0.25198722;0.9268;0.25468194;0.924;28;31;33;30
0.12858121;0.9625;0.2246716;0.9349;0.25118124;0.9286;28;31;33;30
0.20433882;0.925;0.19117373;0.9482;0.20498382;0.9395;28;31;33;30
0.07453661;0.9875;0.1914702;0.9453;0.2068688;0.9414;28;31;33;30
0.35091823;0.9125;0.3087549;0.9117;0.31523362;0.9072;28;31;33;30
0.43810588;0.8875;0.25475228;0.9274;0.26214024;0.9254;28;31;33;30
0.04213023;0.9875;0.2495651;0.9263;0.27627954;0.9226;28;31;33;30
0.18232438;0.95;0.21759365;0.939;0.23281191;0.9333;28;31;33;30
0.37329668;0.9;0.23329775;0.9323;0.24794905;0.9283;28;31;33;30
0.21635997;0.9625;0.24986634;0.9284;0.28598216;0.919;28;31;33;30
0.18826863;0.9625;0.21723807;0.9374;0.24544497;0.929;28;31;33;30
0.2679572;0.925;0.23189719;0.9374;0.25659811;0.9281;28;31;33;30
0.24272065;0.9375;0.24978182;0.9279;0.27281156;0.9204;28;31;33;30
0.42107373;0.9125;0.29865786;0.9155;0.32219976;0.9048;28;31;33;30
0.3953867;0.875;0.33323705;0.9097;0.34559312;0.9039;28;31;33;30
0.27539045;0.9375;0.21821529;0.9377;0.2587648;0.9246;28;31;33;30
0.22640386;0.9375;0.27051443;0.928;0.30202898;0.916;28;31;33;30
0.11534371;0.9625;0.21471962;0.939;0.23807928;0.9333;28;31;33;30
0.34377214;0.9;0.2806254;0.9178;0.30878684;0.9089;28;31;32;30
0.43900815;0.9375;0.25406462;0.9291;0.28573582;0.9229;28;30;32;30
0.44914597;0.8875;0.26496175;0.927;0.28802553;0.9195;28;30;32;30
0.18828556;0.9375;0.19834596;0.9422;0.21289162;0.9395;28;30;32;30
0.22915368;0.925;0.22076163;0.9385;0.23515098;0.9321;28;30;32;30
0.25078425;0.9375;0.21346219;0.9392;0.23766269;0.9311;28;30;32;30
0.12886512;0.925;0.21363105;0.9413;0.23723531;0.9321;28;30;32;30
0.22124858;0.975;0.21460868;0.9399;0.24006377;0.9344;28;30;32;30
0.104987785;0.9625;0.20138784;0.9444;0.24297006;0.937;28;30;32;30
0.09994076;0.9625;0.1951195;0.9486;0.21990909;0.9412;28;30;32;30
0.14342561;0.9625;0.19025047;0.9479;0.2178098;0.9389;28;30;32;30
0.19060802;0.9375;0.20734376;0.9457;0.22790742;0.9365;28;30;32;30
0.12595133;0.9625;0.20562625;0.9444;0.21993853;0.9378;28;30;32;30
0.10550487;0.9625;0.18503328;0.949;0.20144373;0.9428;28;30;32;30
0.06354714;0.975;0.18435551;0.9486;0.19625182;0.9431;28;30;32;30
0.18430522;0.9375;0.18681796;0.9493;0.21617007;0.9416;28;30;32;30
0.19579932;0.95;0.22803365;0.9343;0.26073322;0.9293;28;30;32;30
0.3246368;0.875;0.21947041;0.9398;0.23143235;0.9349;28;30;32;30
0.13212824;0.95;0.19133262;0.9487;0.19847833;0.946;28;30;32;30
0.4057437;0.875;0.21416368;0.9387;0.23682332;0.9334;28;30;32;30
0.179772;0.925;0.21991625;0.9393;0.24874572;0.934;28;30;32;30
0.17122304;0.95;0.20768337;0.9409;0.24369846;0.9319;28;30;32;30
0.11796774;0.9875;0.20817211;0.9415;0.24538076;0.9299;28;30;32;30
0.15917121;0.925;0.193754;0.944;0.22285952;0.9372;28;30;32;30
0.3272285;0.9;0.23122603;0.9343;0.24614874;0.9259;28;30;32;30
