loss_train;acc_train;loss_val;acc_val;loss_test;acc_test;rank1;rank2;rank3
1.0762872;0.725;1.0608742;0.6213;1.0535442;0.625;26;25;24;24
0.8330984;0.725;0.82861346;0.7102;0.83429706;0.7094;25;24;24;24
0.93752444;0.6875;0.75699353;0.7422;0.7849874;0.7297;25;24;24;23
0.7460219;0.75;0.9500523;0.6822;0.987824;0.6657;24;24;24;23
0.6296833;0.775;0.5906181;0.8085;0.6478334;0.7874;24;24;24;23
0.98502195;0.6375;0.71327454;0.7503;0.7561547;0.7327;24;23;24;23
0.6819164;0.7875;0.5492566;0.8249;0.570721;0.8108;23;23;24;22
0.53360224;0.7625;0.5541869;0.8256;0.58118546;0.8125;23;23;24;22
0.673534;0.7875;0.6802448;0.7872;0.7110648;0.7784;23;23;24;22
1.4458817;0.45;1.1160831;0.6156;1.1301358;0.6064;23;23;24;22
1.3272456;0.55;0.6909174;0.77;0.6720153;0.7744;22;23;24;22
0.45401806;0.825;0.5345429;0.8403;0.5710085;0.8329;22;23;24;21
0.43397865;0.8375;0.4268252;0.8709;0.43759918;0.8613;21;23;23;21
0.46378446;0.8625;0.5040069;0.8458;0.51263255;0.8417;21;23;22;21
0.5980051;0.7875;0.916724;0.6691;0.9789334;0.6447;21;23;22;21
0.53034925;0.85;0.5858292;0.8196;0.63163525;0.7983;21;22;22;21
0.3489284;0.85;0.47290775;0.8544;0.5098228;0.8431;21;22;22;21
0.6411849;0.8125;0.5956765;0.8127;0.5946033;0.8131;21;22;22;21
0.24730864;0.925;0.41840377;0.8686;0.46072266;0.8508;21;22;22;21
0.53880477;0.825;0.5058265;0.8437;0.5566917;0.8255;21;22;22;21
0.6138058;0.7625;0.3598181;0.8925;0.3960618;0.884;21;22;22;21
0.7721364;0.7875;0.46983984;0.8552;0.49982208;0.8529;21;22;22;21
0.7000302;0.8;0.40386227;0.8779;0.3990791;0.876;21;22;22;21
0.38798103;0.85;0.46472636;0.8596;0.47347558;0.8534;21;22;22;21
0.4886747;0.8875;0.46494433;0.8681;0.47813192;0.861;21;22;22;21
0.33565432;0.9;0.4180127;0.8737;0.43898442;0.8612;20;22;22;21
0.50923645;0.85;0.3787908;0.885;0.3979954;0.8789;20;22;22;21
0.5110868;0.85;0.37295675;0.8831;0.39086777;0.8787;20;22;21;21
0.3955136;0.875;0.36489764;0.8927;0.37607342;0.8857;20;22;21;21
0.3826286;0.8625;0.5995466;0.8122;0.6178456;0.7999;20;21;21;21
0.42452836;0.8625;0.56186545;0.8299;0.58404464;0.8214;20;21;21;21
0.34031135;0.8625;0.35524926;0.8942;0.35875988;0.8924;20;21;21;21
0.2521196;0.9125;0.42733482;0.8694;0.43599033;0.8654;20;21;21;21
0.2572612;0.925;0.36497563;0.8856;0.39915922;0.8716;20;21;21;21
0.30827063;0.8875;0.39548913;0.8786;0.41287646;0.8714;20;21;21;21
0.41585523;0.8875;0.40282214;0.8827;0.42511;0.8772;20;21;21;21
0.5809043;0.8;0.3376961;0.8998;0.3618035;0.889;20;21;21;21
0.48295373;0.8625;0.38591695;0.8885;0.4062561;0.8794;19;21;21;21
0.41135225;0.875;0.4068303;0.8772;0.43657306;0.8707;19;21;21;21
0.29933342;0.925;0.38324907;0.8883;0.41133976;0.8755;19;21;21;21
0.4905559;0.8375;0.36635372;0.8903;0.38205448;0.8844;19;21;21;21
0.37349167;0.875;0.29856542;0.9096;0.32438248;0.9004;19;21;21;21
0.25326782;0.9375;0.29512116;0.9165;0.32389995;0.9027;18;21;21;21
0.2950109;0.9125;0.28744403;0.9119;0.2935353;0.9111;18;21;21;21
0.46646634;0.875;0.3500856;0.893;0.36847898;0.887;18;21;21;21
0.26116395;0.9625;0.29548016;0.911;0.3195362;0.9049;18;21;21;21
0.44934702;0.85;0.30356088;0.9083;0.30979764;0.9085;18;21;21;21
0.40517282;0.9;0.50481755;0.8552;0.52254415;0.852;18;21;21;21
0.3380745;0.9125;0.35395008;0.8982;0.3539551;0.8919;18;21;21;21
0.9745821;0.7125;0.7446601;0.7492;0.81035465;0.728;18;21;21;21
0.6277501;0.825;0.4714375;0.8673;0.51829624;0.8565;18;21;21;21
0.3206324;0.925;0.33347914;0.9038;0.34488082;0.9004;18;21;21;21
0.35646874;0.9375;0.3138127;0.9073;0.32908955;0.903;18;21;21;21
0.7585795;0.775;0.8876736;0.7154;0.9232577;0.713;18;21;21;21
0.3644066;0.9125;0.29147828;0.9153;0.3136911;0.9077;18;21;21;21
0.22938403;0.925;0.25628403;0.9215;0.2731163;0.92;18;21;21;21
0.21207018;0.9125;0.25569865;0.9242;0.27066424;0.918;18;21;21;21
0.35761294;0.875;0.24176015;0.9288;0.2666247;0.9195;18;21;21;21
0.18445691;0.9625;0.2325563;0.9309;0.25670284;0.9281;18;21;21;20
0.38613757;0.9125;0.23590493;0.9334;0.26060855;0.927;18;21;21;20
0.33418813;0.9125;0.2341553;0.9284;0.26517865;0.9204;18;21;21;20
0.2973904;0.925;0.20571214;0.9381;0.23000303;0.9309;18;21;21;20
0.27465314;0.9;0.24771799;0.9274;0.2741161;0.9209;17;21;21;20
0.10628474;0.9625;0.25632668;0.9271;0.27543187;0.921;17;21;21;20
0.45383868;0.8875;0.35206985;0.9022;0.38236338;0.895;17;21;21;20
0.30282468;0.9125;0.25093004;0.9272;0.26684436;0.9245;17;21;21;20
0.24735923;0.9;0.30268955;0.9119;0.3260523;0.9035;17;21;21;20
0.2792082;0.9375;0.28270993;0.9138;0.2983181;0.9109;17;21;21;20
0.39959025;0.8875;0.4987842;0.8581;0.519715;0.8456;17;21;21;20
0.20813933;0.925;0.264992;0.9228;0.27145064;0.9207;17;21;21;20
0.3757543;0.8875;0.27301654;0.9205;0.28335264;0.9149;17;20;21;20
0.2038196;0.9375;0.2590564;0.9224;0.2783132;0.919;17;20;21;20
0.44956082;0.8875;0.2646732;0.9254;0.2747423;0.9225;17;20;21;20
0.39118323;0.875;0.2597393;0.9225;0.29041728;0.9141;17;20;20;19
0.21287966;0.925;0.22389434;0.9354;0.24435502;0.9315;17;20;20;19
0.36827785;0.875;0.23238909;0.9329;0.26096553;0.9273;17;20;20;19
0.9763199;0.75;0.86543584;0.7215;0.87575585;0.7146;17;20;20;19
0.37736797;0.9125;0.26257423;0.9224;0.28277797;0.9156;17;20;20;19
0.08707617;0.975;0.3168423;0.9062;0.33045694;0.8993;17;20;20;19
0.4420147;0.875;0.2706309;0.9255;0.29369062;0.9144;17;20;20;19
0.24217696;0.9;0.29547682;0.9128;0.3255422;0.9047;17;20;20;19
0.31266826;0.9125;0.26968926;0.923;0.28990167;0.9169;17;20;20;19
0.38364807;0.9375;0.28463724;0.9215;0.31045723;0.918;17;20;20;19
0.3790281;0.9;0.24221994;0.9298;0.26388076;0.9219;17;20;20;19
0.5338898;0.8875;0.2686346;0.9271;0.28165206;0.9219;17;20;20;19
0.4014352;0.9125;0.23149781;0.935;0.24922046;0.9256;17;20;20;19
0.5492469;0.875;0.41354647;0.8785;0.45776543;0.8688;17;20;20;19
0.2972266;0.9;0.2778458;0.9209;0.30219468;0.9136;17;20;20;19
0.26170796;0.9125;1.5358152;0.573;1.6143558;0.5702;17;20;20;19
0.21517858;0.9125;0.28042343;0.9167;0.31667393;0.9071;17;20;20;19
0.31028122;0.875;0.27794862;0.9201;0.3020461;0.9119;17;20;20;19
0.2509244;0.9;0.2741111;0.9181;0.2951634;0.9086;17;20;20;19
0.22700119;0.9375;0.27364916;0.92;0.2888549;0.9169;17;19;20;19
0.34100318;0.8875;0.23161265;0.9346;0.24959184;0.9297;17;19;20;19
0.2821527;0.9375;0.25401315;0.9253;0.26370326;0.9231;16;19;20;19
0.22538891;0.925;0.2117118;0.936;0.23321353;0.9277;16;19;20;19
0.29244232;0.9125;0.26322323;0.9235;0.2908671;0.9167;16;19;20;19
0.53657675;0.8875;0.260235;0.9252;0.27494308;0.9221;16;19;20;19
0.34472254;0.95;0.2686246;0.9214;0.2881291;0.915;16;19;20;19
0.32032079;0.9125;0.21826877;0.9365;0.2337233;0.9307;16;19;20;19
0.13031897;0.9625;0.23553579;0.9329;0.25657707;0.9268;16;19;20;19
0.45281014;0.9125;0.327502;0.8995;0.36301193;0.8923;16;19;20;19
0.20565991;0.95;0.2788286;0.917;0.3019453;0.9125;16;19;20;19
0.31317812;0.9125;0.2789497;0.9184;0.29517177;0.9128;16;19;20;19
0.18453784;0.9375;0.25351045;0.9249;0.26720646;0.9181;16;19;20;19
0.17403023;0.925;0.24611211;0.9308;0.2862722;0.9183;16;19;20;19
0.39234746;0.9;0.23018326;0.9352;0.2563331;0.9294;16;19;20;19
0.47840387;0.9125;0.21937051;0.9356;0.2397874;0.928;16;19;20;19
0.1840975;0.95;0.24959768;0.9275;0.2645022;0.9228;16;19;20;19
0.2594126;0.9375;0.24301279;0.9297;0.27294233;0.9199;16;19;20;19
0.11749198;0.9375;0.19964157;0.9434;0.2128476;0.9374;16;19;20;19
0.27488965;0.9;0.20591423;0.938;0.22542651;0.9334;16;19;20;19
0.19571222;0.9375;0.2473249;0.9311;0.28439605;0.9214;16;19;20;19
0.6174359;0.85;0.9029752;0.7434;0.9063395;0.7405;16;19;20;19
0.14399186;0.9625;0.2603291;0.9256;0.27622846;0.9182;16;19;20;19
0.28219992;0.9125;0.26632318;0.9249;0.28801984;0.9183;16;19;20;19
1.5531832;0.6125;0.8212884;0.7462;0.89288694;0.738;16;19;20;19
0.32463342;0.925;0.27166197;0.9225;0.30689767;0.9158;16;19;20;19
0.26717877;0.9;0.21483135;0.9365;0.24662578;0.929;16;19;20;19
0.3369628;0.875;0.2168695;0.9383;0.23314798;0.931;16;19;20;19
0.2541373;0.95;0.27364185;0.9191;0.30375394;0.916;16;19;20;19
0.24399099;0.9375;0.19170696;0.9452;0.21617825;0.9387;16;19;20;19
0.26012522;0.925;0.25027198;0.9296;0.27119386;0.9255;16;19;20;19
0.21088739;0.9125;0.2274895;0.9364;0.23719332;0.9317;16;19;20;19
0.30214125;0.9;0.24132212;0.9261;0.25833258;0.9227;16;19;20;19
0.23488851;0.925;0.20080619;0.9415;0.23292936;0.9325;16;19;20;19
0.15005036;0.95;0.288545;0.9265;0.31968734;0.9213;16;19;20;19
0.25277;0.9125;0.21395014;0.9396;0.23946689;0.9327;16;19;20;19
0.15533443;0.95;0.32062224;0.9072;0.3297815;0.905;16;19;20;19
0.18013357;0.95;0.26900783;0.9275;0.26916122;0.9242;16;19;20;19
0.19503932;0.95;0.21993461;0.9338;0.22400935;0.9341;16;19;20;19
0.31157127;0.9;0.22925442;0.9348;0.2293415;0.931;16;19;20;19
0.2739982;0.925;0.21457222;0.9366;0.2260904;0.9345;16;19;20;19
0.10612969;0.9625;0.20253663;0.9413;0.22444236;0.9343;16;19;20;19
0.43969458;0.8625;0.22975905;0.9354;0.25221077;0.9301;16;19;20;19
0.343507;0.8875;0.47082007;0.8693;0.48715594;0.8639;16;19;20;19
0.7422841;0.8;0.28528243;0.9162;0.30267587;0.9105;16;19;20;19
0.1414256;0.95;0.25026256;0.9298;0.27220064;0.924;16;19;20;19
0.20833687;0.925;0.24140112;0.9326;0.2586482;0.925;16;19;20;19
0.30428308;0.9;0.21834107;0.9351;0.22413275;0.9351;15;19;20;19
0.17758429;0.9;0.25638008;0.9246;0.28484488;0.9129;15;19;20;19
0.07174665;0.9875;0.214337;0.9388;0.22569072;0.9335;15;19;20;19
0.102246165;0.95;0.20403586;0.9404;0.22926949;0.9327;15;19;20;19
0.10589323;0.9625;0.23330852;0.9331;0.25873116;0.9288;15;19;20;19
0.19187081;0.975;0.18134314;0.9461;0.20273027;0.9405;15;19;20;19
0.22434597;0.9375;0.32143134;0.8998;0.33576742;0.8953;15;19;20;19
0.31736016;0.9;0.5781881;0.8394;0.6341789;0.8261;15;19;20;19
0.13235332;0.975;0.25988466;0.9253;0.289659;0.9177;15;19;20;19
0.23109941;0.9125;0.26263052;0.9269;0.27620015;0.9193;15;19;20;19
0.26377293;0.9375;0.23975693;0.9292;0.26683226;0.923;15;19;20;19
0.2912867;0.9375;0.25952962;0.9262;0.27465132;0.9224;15;19;20;19
0.3556841;0.875;0.23969814;0.9325;0.2607816;0.9252;15;19;20;19
0.17548177;0.975;0.23817948;0.928;0.2664479;0.9199;15;19;20;19
0.301751;0.925;0.20911367;0.9391;0.23415552;0.9324;15;19;20;19
0.15525094;0.95;0.18562551;0.9456;0.1943484;0.9426;15;19;20;19
0.10647044;0.975;0.18794343;0.9445;0.21028699;0.9365;15;19;20;19
0.19867244;0.95;0.22177644;0.9369;0.24033682;0.9305;15;19;20;19
0.23045602;0.9125;0.19141358;0.9444;0.20365259;0.9413;15;19;20;19
0.3018504;0.9;0.21515454;0.9386;0.23652725;0.934;15;19;20;19
0.5540661;0.85;0.38375357;0.8858;0.412793;0.8839;15;19;20;19
0.58243173;0.8625;0.24123557;0.9312;0.25056207;0.9252;15;19;20;19
0.21395561;0.9375;0.24778785;0.9284;0.2612571;0.9227;15;19;20;19
0.2613779;0.925;0.28851435;0.9211;0.308698;0.9113;15;19;20;19
0.13506162;0.9625;0.23159802;0.9343;0.25305668;0.9248;15;19;20;19
0.2624398;0.9125;0.22768086;0.9364;0.25599885;0.9235;15;19;20;19
