loss_train;acc_train;loss_val;acc_val;loss_test;acc_test;rank1;rank2;rank3;rank4
0.061487366;0.975;0.20826201;0.9512;0.22114405;0.9485;47;69;74;81
0.023331;1.0;0.2829585;0.9445;0.29432255;0.9403;47;69;74;81
0.016589623;1.0;0.2936051;0.9494;0.29197925;0.9502;47;69;74;81
0.014511081;0.9875;0.3166124;0.9514;0.34540513;0.9454;47;69;74;81
0.0013194015;1.0;0.30538696;0.9596;0.32223886;0.9565;47;69;74;81
0.08656994;0.975;0.30208948;0.9581;0.29488558;0.9573;47;69;74;81
0.0008773637;1.0;0.34892374;0.9556;0.34285438;0.9557;47;69;74;81
7.0906995e-06;1.0;0.36366922;0.9598;0.3731952;0.9564;47;69;74;81
0.0007229728;1.0;0.40602145;0.9605;0.40817717;0.9598;47;69;74;81
1.8000231e-06;1.0;0.37731403;0.9608;0.3897413;0.9593;47;69;74;81
0.09279413;0.9625;0.624414;0.9532;0.6674793;0.9515;47;69;74;81
9.622967e-05;1.0;0.483981;0.9615;0.520301;0.9562;47;69;74;81
5.5012286e-05;1.0;0.45473194;0.963;0.4561912;0.9622;47;69;74;81
0.026805291;0.9875;0.62943155;0.9565;0.5974203;0.956;47;69;74;81
0.00015509516;1.0;0.6263204;0.9578;0.6398765;0.9567;47;69;74;81
0.058086187;0.9875;0.5496327;0.9634;0.6282266;0.9606;47;69;74;81
0.00019626485;1.0;0.6255287;0.9626;0.67138124;0.9609;47;69;74;81
0.0029484066;1.0;0.6453617;0.9573;0.7492815;0.9506;47;69;74;81
7.9106554e-05;1.0;0.63684464;0.9603;0.7215902;0.9589;47;69;74;81
0.07327009;0.9875;0.65213233;0.9622;0.7078793;0.9599;47;69;74;81
9.983444e-07;1.0;0.6413594;0.9608;0.6614565;0.9612;47;69;74;81
0.10389242;0.975;0.67996424;0.9582;0.6649841;0.9554;47;69;74;81
0.00040749554;1.0;0.56877315;0.9596;0.5457704;0.96;47;69;74;81
0.00036766537;1.0;0.6589631;0.9494;0.71639884;0.9479;47;69;74;81
0.0045861984;1.0;0.72488415;0.9562;0.71801144;0.9552;47;69;74;81
0.037235666;0.9875;0.66455406;0.958;0.687894;0.9574;47;69;74;81
0.045847606;0.9875;0.60616076;0.9624;0.60857433;0.9581;47;69;74;81
0.1444697;0.975;0.56780165;0.96;0.5955387;0.9594;47;69;74;81
0.016240425;0.9875;0.61296535;0.9656;0.6442255;0.9629;47;69;74;81
0.04874173;0.9875;0.6696753;0.963;0.7151051;0.9617;47;69;74;81
0.12831393;0.9875;0.6572068;0.9623;0.6945438;0.9624;47;69;74;81
0.66328347;0.975;0.67277193;0.9613;0.7206352;0.9591;47;69;74;81
0.040721685;0.9875;0.6631585;0.9617;0.7070604;0.9579;47;69;74;81
0.0457525;0.9875;0.64656526;0.9653;0.7398246;0.9617;47;69;74;81
0.030711722;0.9875;0.4999165;0.9637;0.6377113;0.9613;47;69;74;81
0.09078624;0.975;0.64989686;0.9652;0.8147616;0.9605;47;69;74;81
0.029811468;0.975;0.5566832;0.9673;0.7158494;0.9605;47;69;74;81
0.08093605;0.975;0.51412547;0.9688;0.63611716;0.964;47;69;74;81
