loss_train;acc_train;loss_val;acc_val;loss_test;acc_test;rank1;rank2;rank3
0.4415168;0.9;0.37328932;0.8958;0.38117597;0.8943;47;73;77;84
0.27103788;0.9125;0.37755406;0.892;0.41583964;0.8822;47;73;77;84
0.3191523;0.9375;0.4097668;0.8837;0.42124757;0.8799;47;73;77;84
0.43833438;0.8375;0.3210852;0.9062;0.3624718;0.8974;47;73;77;84
0.4728884;0.8375;0.31513783;0.9144;0.3438168;0.9083;47;73;77;84
0.5127615;0.85;0.33445057;0.9086;0.34505945;0.9037;47;72;77;84
0.33437243;0.9125;0.37329707;0.8937;0.38601106;0.8903;47;72;77;84
0.25806746;0.9125;0.30603614;0.9102;0.33313236;0.901;47;72;77;84
0.2595461;0.925;0.33787188;0.9048;0.35110632;0.8999;47;72;77;84
0.4383946;0.875;0.31447205;0.9046;0.3213694;0.9023;47;72;77;84
0.3794096;0.8875;0.37796625;0.8927;0.3931296;0.8893;47;72;77;84
0.32065263;0.9;0.27711672;0.9222;0.29190585;0.9185;47;72;77;84
0.30173367;0.8875;0.33681777;0.9016;0.34714913;0.9;47;72;77;84
0.57682765;0.8125;0.36534017;0.8966;0.36968833;0.8922;47;72;77;84
0.2837769;0.9;0.39479446;0.8889;0.40587252;0.8838;47;72;77;84
0.32381815;0.8875;0.3333585;0.9062;0.358295;0.8937;47;72;77;84
0.5522421;0.825;0.3692161;0.893;0.41338333;0.8819;47;72;77;84
0.42544833;0.85;0.3949201;0.8866;0.40905496;0.8766;47;72;77;84
0.3302632;0.9125;0.38673872;0.888;0.40299588;0.8775;47;72;77;84
0.53254676;0.8625;0.45806164;0.8697;0.5055912;0.8619;47;72;77;84
0.31549972;0.85;0.59401333;0.8402;0.6551072;0.8198;47;72;77;84
0.2785661;0.9125;0.3254933;0.9086;0.32514995;0.9094;47;72;77;84
0.3826765;0.9125;0.32331473;0.9106;0.34995675;0.9001;47;72;77;83
0.40597916;0.9125;0.33001202;0.9078;0.34420142;0.9003;47;72;77;83
0.31207925;0.9;0.31197917;0.9159;0.32442054;0.9114;47;72;77;83
0.49169436;0.85;0.29458144;0.9155;0.3318154;0.9064;47;72;77;83
0.21127586;0.925;0.31407443;0.9086;0.31636998;0.9036;47;72;77;83
0.60753715;0.85;0.2903947;0.9172;0.32014877;0.9086;47;72;77;83
0.21153498;0.95;0.33254415;0.9084;0.33905667;0.9054;47;72;77;83
0.26164404;0.875;0.39733136;0.8818;0.42606798;0.8761;47;72;77;83
0.25028664;0.9375;0.44307706;0.8806;0.4716522;0.8652;47;71;77;83
0.45594987;0.8625;0.40227136;0.8867;0.41612318;0.8759;47;71;77;83
0.4144743;0.875;0.32408205;0.9072;0.34143457;0.9035;47;71;77;83
0.46779436;0.8625;0.27274755;0.923;0.29436895;0.9137;47;71;77;83
0.1609515;0.95;0.35820097;0.8919;0.3829736;0.8896;47;71;77;83
0.36058268;0.8875;0.30652097;0.9141;0.33251366;0.9051;47;71;77;83
0.2981889;0.9;0.32921758;0.903;0.36368018;0.8962;47;71;77;83
0.616089;0.8375;0.6415145;0.8221;0.66763633;0.809;47;71;77;83
0.27209818;0.9;0.3424389;0.9056;0.33765075;0.9066;47;71;77;83
0.39781952;0.875;0.31780165;0.9077;0.3500866;0.9019;47;71;77;83
0.57941514;0.8125;0.5156654;0.8432;0.56211114;0.8358;47;71;77;83
0.46765152;0.85;0.27597296;0.921;0.300294;0.9152;47;71;77;83
0.3436872;0.925;0.33774567;0.9066;0.3348518;0.9065;47;71;77;83
0.29534882;0.9;0.30892208;0.9103;0.32816654;0.9081;47;71;77;83
0.1562061;0.925;0.29570568;0.9218;0.3327185;0.9095;47;71;77;83
0.2924351;0.9375;0.27750343;0.9223;0.29601383;0.9167;47;71;77;83
0.49520445;0.8625;0.30447593;0.9124;0.31885853;0.9112;47;71;77;83
0.5395386;0.8625;0.35782206;0.8973;0.3753377;0.8902;47;71;76;83
0.44913268;0.8625;0.2678261;0.9268;0.29134274;0.9192;47;71;76;83
0.3375153;0.9125;0.2950836;0.9176;0.31635308;0.9128;47;71;76;83
0.19360845;0.9125;0.29913288;0.9181;0.32382506;0.9062;47;71;76;83
0.6096771;0.825;0.2817161;0.9216;0.3112065;0.9166;47;71;76;83
0.27081758;0.9;0.29204896;0.9168;0.31269595;0.9144;47;71;76;83
0.44688058;0.85;0.3183431;0.9133;0.34043106;0.905;47;71;76;83
0.17404735;0.9375;0.38104996;0.8969;0.41612345;0.8848;47;71;76;82
0.21174964;0.9375;0.29306552;0.9176;0.3060147;0.9125;47;71;76;82
0.38820118;0.9125;0.27786636;0.9259;0.28853408;0.92;47;71;76;82
0.37354878;0.8875;0.27192515;0.9251;0.28098917;0.9232;47;71;76;82
0.17147484;0.9625;0.29480836;0.9147;0.31616795;0.9105;47;71;76;82
0.3892636;0.875;0.2892498;0.9226;0.3147754;0.9088;47;71;76;82
0.27438456;0.9125;0.34996113;0.9016;0.39437068;0.8887;47;71;76;82
0.43727678;0.8625;0.31935087;0.9138;0.32824138;0.9095;47;71;76;82
0.5311261;0.85;0.30910206;0.9134;0.31812236;0.907;47;71;76;82
0.22667828;0.925;0.35592026;0.8978;0.3769775;0.8924;47;71;76;82
0.57508725;0.85;0.35931215;0.9044;0.39059398;0.8995;47;71;76;82
0.7535324;0.75;0.66743565;0.8241;0.7099038;0.8076;47;71;76;82
0.5805944;0.875;0.38152862;0.8884;0.39748928;0.8793;47;71;76;82
0.28643188;0.925;0.41986054;0.8847;0.43242773;0.8766;47;71;76;82
0.4133667;0.875;0.31202638;0.9104;0.34232843;0.8966;47;71;76;82
0.31787962;0.8875;0.29181266;0.9124;0.3226642;0.8995;47;71;76;82
0.26355463;0.8875;0.3198399;0.9115;0.35056123;0.9027;47;71;75;82
0.23995964;0.9;0.2733721;0.923;0.29851303;0.918;47;71;75;82
0.513881;0.8125;0.39699164;0.8848;0.4340751;0.8732;47;71;75;82
0.48196983;0.8875;0.38118267;0.8988;0.39608315;0.8935;47;71;75;82
0.69248307;0.7875;0.39479828;0.8862;0.42212272;0.8785;47;71;75;82
0.3262623;0.9;0.2948876;0.9135;0.317011;0.9077;47;71;75;81
0.51280105;0.85;0.44610116;0.8696;0.48986802;0.8564;47;71;75;81
0.4274687;0.8875;0.266742;0.9255;0.28248295;0.9214;47;70;75;81
0.33475202;0.925;0.30229235;0.9186;0.30249324;0.9151;47;70;75;81
0.37322012;0.9;0.28209454;0.9201;0.293183;0.9176;47;70;75;81
0.40322056;0.9;0.32230043;0.9067;0.34527177;0.8985;47;70;75;81
0.5110543;0.85;0.3722485;0.8957;0.38197076;0.8882;47;70;75;81
0.25676847;0.9375;0.2559468;0.9283;0.2630416;0.9256;47;70;75;81
0.35260236;0.9;0.25289506;0.931;0.25538424;0.9261;47;69;75;81
0.48634586;0.875;0.26900968;0.9239;0.26957113;0.9214;47;69;75;81
0.45615563;0.8875;0.26917726;0.924;0.29756263;0.9136;47;69;75;81
0.26816553;0.925;0.27004683;0.9261;0.28409588;0.9187;47;69;75;81
0.3343137;0.9;0.26181555;0.9293;0.29522076;0.9183;47;69;75;81
0.40938368;0.8875;0.26582235;0.9282;0.30280313;0.9129;47;69;75;81
0.40363017;0.85;0.24207254;0.9362;0.2610586;0.9259;47;69;75;81
0.28157935;0.9375;0.27526227;0.9204;0.31432617;0.9116;47;69;75;81
0.2552408;0.95;0.26209894;0.9296;0.28084442;0.9242;47;69;74;81
0.0968944;0.95;0.23203032;0.9377;0.26030988;0.9284;47;69;74;81
0.17481282;0.9375;0.3214454;0.9077;0.3478034;0.9018;47;69;74;81
