loss_train;acc_train;loss_val;acc_val;loss_test;acc_test;rank1;rank2;rank3
0.06783791;0.975;0.102231845;0.9688;0.10626274;0.9674;784;784;784
0.19989121;0.9375;0.10331931;0.9699;0.09649572;0.9715;784;784;784
0.041476957;0.9875;0.08778974;0.9741;0.077975415;0.9761;784;784;784
0.021448389;1.0;0.09637669;0.974;0.09525833;0.9733;784;784;784
0.011849663;0.9875;0.098501794;0.9738;0.09779465;0.9737;784;784;784
0.017872278;0.9875;0.09250725;0.9758;0.08691523;0.9763;784;784;784
0.03994466;0.9875;0.093538344;0.9777;0.09691898;0.9782;784;784;784
0.005617978;1.0;0.10812942;0.9759;0.103164464;0.9748;784;784;784
0.048244495;0.9875;0.10262493;0.9772;0.09757015;0.9774;784;784;784
0.002297189;1.0;0.11265216;0.9772;0.120791666;0.9729;784;784;784
0.029752394;0.975;0.115847595;0.9758;0.10000382;0.9785;784;784;784
0.030260256;0.9875;0.102269374;0.9785;0.10445276;0.9782;784;784;784
0.00038609683;1.0;0.11218418;0.9789;0.099221006;0.9802;784;784;784
0.05614593;0.9875;0.14505501;0.973;0.13418569;0.9739;784;784;784
0.019788774;0.9875;0.098891325;0.9803;0.09290946;0.9812;784;784;784
0.001571913;1.0;0.12635598;0.977;0.13939954;0.9766;784;784;784
0.003291735;1.0;0.10463074;0.9794;0.09830464;0.9785;784;784;784
0.0030374266;1.0;0.10530794;0.9807;0.087046646;0.981;784;784;784
0.0008126337;1.0;0.110002175;0.9782;0.09036419;0.9816;784;784;784
5.665191e-05;1.0;0.09154437;0.9821;0.081410386;0.9833;784;784;784
0.02682286;0.9875;0.10627002;0.9794;0.10952523;0.979;784;784;784
0.0021257165;1.0;0.10410774;0.9793;0.09419267;0.9811;784;784;784
0.001072976;1.0;0.12935132;0.9765;0.110143155;0.9799;784;784;784
0.0029746382;1.0;0.12858005;0.9747;0.1381775;0.9731;784;784;784
0.0005373231;1.0;0.12838873;0.9789;0.12433313;0.9802;784;784;784
0.015641447;0.9875;0.105472244;0.98;0.10422089;0.9808;784;784;784
0.0012720593;1.0;0.14285205;0.9758;0.12895758;0.9783;784;784;784
0.00010443565;1.0;0.13635798;0.9775;0.1304599;0.9769;784;784;784
0.00057296787;1.0;0.09880129;0.9829;0.09423956;0.9837;784;784;784
7.565661e-05;1.0;0.13198107;0.9786;0.12529956;0.9781;784;784;784
0.0008083648;1.0;0.17091767;0.9747;0.16010363;0.9738;784;784;784
0.090672515;0.9875;0.11645997;0.9815;0.113907054;0.9798;784;784;784
0.0005944964;1.0;0.12986702;0.9829;0.11325322;0.9825;784;784;784
0.001696369;1.0;0.105911486;0.9822;0.11072951;0.9808;784;784;784
0.00010607038;1.0;0.13247478;0.9808;0.11731722;0.9804;784;784;784
0.002040568;1.0;0.12347727;0.9805;0.11551658;0.9811;784;784;784
0.00048380875;1.0;0.108633615;0.9839;0.10347073;0.9821;784;784;784
0.0012942435;1.0;0.119694225;0.9805;0.10930083;0.9804;784;784;784
0.00026888892;1.0;0.10822105;0.9829;0.110534325;0.9809;784;784;784
0.0010919193;1.0;0.14425808;0.978;0.13382319;0.9779;784;784;784
0.0032100822;1.0;0.11421978;0.9783;0.11802185;0.9769;784;784;784
0.03798035;0.9875;0.15868473;0.9792;0.16002558;0.9775;784;784;784
9.51245e-05;1.0;0.12214798;0.9829;0.12056204;0.9823;784;784;784
0.00024498586;1.0;0.14001745;0.9817;0.12674631;0.9812;784;784;784
3.4452296e-05;1.0;0.120682225;0.9837;0.117493406;0.9826;784;784;784
0.08326767;0.9875;0.14472947;0.9823;0.15490071;0.9806;784;784;784
0.005340467;1.0;0.13543257;0.9808;0.14743467;0.9795;784;784;784
0.021240773;0.9875;0.1372966;0.9793;0.13246186;0.9788;784;784;784
0.00050760404;1.0;0.12392735;0.9816;0.122248486;0.9801;784;784;784
3.0153818e-05;1.0;0.12673366;0.9823;0.1200162;0.9794;784;784;784
9.37099e-06;1.0;0.13021702;0.9833;0.12961029;0.9832;784;784;784
0.0003642111;1.0;0.12440688;0.9823;0.115103275;0.9818;784;784;784
6.670062e-05;1.0;0.19636847;0.9779;0.15562747;0.9761;784;784;784
6.9283284e-05;1.0;0.1373326;0.9821;0.12074304;0.9818;784;784;784
2.5053998e-05;1.0;0.12874942;0.9834;0.12350398;0.9821;784;784;784
2.0756934e-06;1.0;0.12583825;0.9824;0.12709263;0.9815;784;784;784
0.030715283;0.9875;0.11155137;0.984;0.11214458;0.9833;784;784;784
0.0013149047;1.0;0.12588601;0.9833;0.12973358;0.9824;784;784;784
3.1712887e-05;1.0;0.13169219;0.983;0.13878913;0.9819;784;784;784
0.00452468;1.0;0.12929891;0.9819;0.13877484;0.9813;784;784;784
0.0006155586;1.0;0.12038586;0.9826;0.13650459;0.981;784;784;784
4.448474e-05;1.0;0.14097422;0.9819;0.12836504;0.9796;784;784;784
0.001858874;1.0;0.12953353;0.9817;0.13700728;0.9809;784;784;784
0.00022379057;1.0;0.1567837;0.9816;0.1615941;0.9805;784;784;784
2.1325104e-05;1.0;0.16355366;0.9783;0.16623567;0.9779;784;784;784
5.4518287e-06;1.0;0.13304177;0.9816;0.13330054;0.9821;784;784;784
