loss_train;acc_train;loss_val;acc_val;loss_test;acc_test;rank1;rank2;rank3
0.0;1.0;0.17997058;0.9849;0.14817068;0.9862;784;784;784
0.0;1.0;0.18105572;0.985;0.1490828;0.9862;784;784;784
0.0;1.0;0.18212488;0.985;0.14998421;0.9862;784;784;784
5.9604637e-09;1.0;0.1831786;0.9851;0.15087183;0.9862;784;784;784
0.0;1.0;0.18420874;0.9851;0.15174045;0.9862;784;784;784
9.387709e-08;1.0;0.18522878;0.9852;0.15260579;0.9861;784;784;784
4.4703405e-08;1.0;0.1862409;0.9853;0.1534588;0.9861;784;784;784
0.0;1.0;0.18723181;0.9853;0.15429589;0.9861;784;784;784
4.7683624e-08;1.0;0.1882019;0.9853;0.15511012;0.9861;784;784;784
4.4703476e-09;1.0;0.18916862;0.9853;0.15591657;0.9862;784;784;784
2.8312195e-08;1.0;0.19009997;0.9853;0.15670048;0.9862;784;784;784
2.9802318e-09;1.0;0.19101965;0.9853;0.15749693;0.9863;784;784;784
0.0;1.0;0.1919137;0.9853;0.15825725;0.9863;784;784;784
0.0;1.0;0.19278868;0.9853;0.15900496;0.9863;784;784;784
0.0;1.0;0.19364366;0.9853;0.15973562;0.9863;784;784;784
0.0;1.0;0.19448252;0.9853;0.16045442;0.9863;784;784;784
1.6391265e-08;1.0;0.19530632;0.9853;0.16115654;0.9863;784;784;784
0.0;1.0;0.19611828;0.9853;0.16186382;0.9863;784;784;784
0.0;1.0;0.19690153;0.9853;0.16253449;0.9863;784;784;784
0.0;1.0;0.19767773;0.9853;0.16320278;0.9863;784;784;784
0.0;1.0;0.19843622;0.9853;0.16385257;0.9863;784;784;784
7.4505784e-09;1.0;0.19917665;0.9853;0.16449277;0.9862;784;784;784
4.4703476e-09;1.0;0.19991374;0.9853;0.16512363;0.9862;784;784;784
0.0;1.0;0.20061408;0.9853;0.16574244;0.9862;784;784;784
2.9802318e-09;1.0;0.20130116;0.9854;0.16634618;0.9862;784;784;784
0.0;1.0;0.20196976;0.9854;0.16694273;0.9862;784;784;784
0.0;1.0;0.20262097;0.9854;0.16751906;0.9863;784;784;784
1.490116e-09;1.0;0.20326419;0.9854;0.16808005;0.9863;784;784;784
0.0;1.0;0.2038914;0.9854;0.16862984;0.9863;784;784;784
0.0;1.0;0.20449549;0.9854;0.16916808;0.9863;784;784;784
0.0;1.0;0.20508982;0.9855;0.16969904;0.9863;784;784;784
0.0;1.0;0.20566583;0.9855;0.17021981;0.9863;784;784;784
0.0;1.0;0.20622283;0.9855;0.17071892;0.9863;784;784;784
0.0;1.0;0.2067629;0.9855;0.17120881;0.9863;784;784;784
0.0;1.0;0.2072767;0.9855;0.17167464;0.9864;784;784;784
1.490116e-09;1.0;0.20778283;0.9855;0.17213759;0.9864;784;784;784
0.0;1.0;0.20827115;0.9855;0.17259465;0.9864;784;784;784
2.9802318e-09;1.0;0.20874986;0.9855;0.17303663;0.9864;784;784;784
1.490116e-09;1.0;0.20923269;0.9855;0.1734826;0.9864;784;784;784
0.0;1.0;0.20970342;0.9854;0.17390703;0.9864;784;784;784
4.4703476e-09;1.0;0.21015184;0.9854;0.17432049;0.9864;784;784;784
1.490116e-09;1.0;0.21060754;0.9854;0.17471103;0.9864;784;784;784
0.0;1.0;0.21103942;0.9854;0.17510153;0.9864;784;784;784
1.490116e-09;1.0;0.21144952;0.9854;0.17547032;0.9864;784;784;784
0.0;1.0;0.21185459;0.9854;0.17585267;0.9864;784;784;784
0.0;1.0;0.2122532;0.9854;0.17621799;0.9864;784;784;784
0.0;1.0;0.21264802;0.9854;0.17656164;0.9864;784;784;784
0.0;1.0;0.213019;0.9855;0.17688255;0.9864;784;784;784
1.490116e-09;1.0;0.21338232;0.9855;0.17720868;0.9864;784;784;784
0.0;1.0;0.21370752;0.9855;0.17753455;0.9864;784;784;784
0.0;1.0;0.21402521;0.9855;0.17783257;0.9864;784;784;784
1.490116e-09;1.0;0.21431826;0.9855;0.17812164;0.9864;784;784;784
0.0;1.0;0.21460308;0.9855;0.17838173;0.9864;784;784;784
0.0;1.0;0.21486914;0.9855;0.17864393;0.9864;784;784;784
0.0;1.0;0.2151188;0.9855;0.178892;0.9864;784;784;784
0.0;1.0;0.21536909;0.9855;0.17912923;0.9864;784;784;784
0.0;1.0;0.21560508;0.9855;0.1793456;0.9864;784;784;784
1.490116e-09;1.0;0.21583977;0.9855;0.17955431;0.9864;784;784;784
0.0;1.0;0.21607623;0.9855;0.1797552;0.9864;784;784;784
0.0;1.0;0.21629296;0.9855;0.17996544;0.9864;784;784;784
0.0;1.0;0.2164829;0.9855;0.18016852;0.9864;784;784;784
0.0;1.0;0.2166698;0.9855;0.1803752;0.9864;784;784;784
0.0;1.0;0.21683913;0.9855;0.18056943;0.9864;784;784;784
0.0;1.0;0.21699688;0.9855;0.18075074;0.9865;784;784;784
0.0;1.0;0.21715468;0.9855;0.18092525;0.9865;784;784;784
0.0;1.0;0.21730796;0.9855;0.18109094;0.9865;784;784;784
0.0;1.0;0.21746397;0.9855;0.18124177;0.9865;784;784;784
0.0;1.0;0.21761675;0.9855;0.1813894;0.9865;784;784;784
0.0;1.0;0.21776763;0.9855;0.18152547;0.9865;784;784;784
0.0;1.0;0.2179129;0.9855;0.18165207;0.9865;784;784;784
0.0;1.0;0.21804902;0.9855;0.18177603;0.9865;784;784;784
0.0;1.0;0.21818814;0.9855;0.18188582;0.9865;784;784;784
0.0;1.0;0.2183124;0.9855;0.1819957;0.9865;784;784;784
0.0;1.0;0.21841487;0.9855;0.18209942;0.9865;784;784;784
0.0;1.0;0.2185178;0.9855;0.18220156;0.9865;784;784;784
0.0;1.0;0.21861944;0.9855;0.18229331;0.9865;784;784;784
0.0;1.0;0.21871443;0.9855;0.18237862;0.9864;784;784;784
0.0;1.0;0.21880117;0.9855;0.18246241;0.9864;784;784;784
0.0;1.0;0.21888615;0.9855;0.18254519;0.9863;784;784;784
0.0;1.0;0.21895781;0.9855;0.18260637;0.9863;784;784;784
0.0;1.0;0.21901816;0.9855;0.18265793;0.9863;784;784;784
0.0;1.0;0.21907629;0.9855;0.18270695;0.9863;784;784;784
0.0;1.0;0.21913789;0.9855;0.18275417;0.9863;784;784;784
0.0;1.0;0.2191966;0.9855;0.18279806;0.9863;784;784;784
0.0;1.0;0.219253;0.9855;0.18283586;0.9863;784;784;784
0.0;1.0;0.21930586;0.9855;0.18287371;0.9863;784;784;784
0.0;1.0;0.21936162;0.9855;0.18291241;0.9863;784;784;784
0.0;1.0;0.21941309;0.9855;0.18296792;0.9863;784;784;784
0.0;1.0;0.21946567;0.9855;0.1830078;0.9863;784;784;784
0.0;1.0;0.21951851;0.9855;0.18304932;0.9863;784;784;784
0.0;1.0;0.21956801;0.9855;0.18309182;0.9863;784;784;784
0.0;1.0;0.21962188;0.9856;0.18313171;0.9863;784;784;784
0.0;1.0;0.21967265;0.9856;0.18318237;0.9863;784;784;784
0.0;1.0;0.21972305;0.9856;0.18321763;0.9863;784;784;784
0.0;1.0;0.21977334;0.9856;0.18325438;0.9863;784;784;784
0.0;1.0;0.21982212;0.9856;0.18329217;0.9863;784;784;784
0.0;1.0;0.21987008;0.9856;0.18333252;0.9863;784;784;784
0.0;1.0;0.21991645;0.9856;0.18337205;0.9863;784;784;784
0.0;1.0;0.21995239;0.9856;0.18341136;0.9863;784;784;784
0.0;1.0;0.21998872;0.9856;0.18344797;0.9862;784;784;784
0.0;1.0;0.22002421;0.9855;0.18348552;0.9862;784;784;784
0.0;1.0;0.2200608;0.9855;0.18352142;0.9862;784;784;784
0.0;1.0;0.22010164;0.9855;0.18355569;0.9862;784;784;784
0.0;1.0;0.22013839;0.9855;0.18359104;0.9862;784;784;784
0.0;1.0;0.22017285;0.9855;0.18362828;0.9862;784;784;784
0.0;1.0;0.22020818;0.9855;0.1836637;0.9862;784;784;784
0.0;1.0;0.2202468;0.9855;0.18369952;0.9862;784;784;784
0.0;1.0;0.22028166;0.9855;0.1837381;0.9862;784;784;784
0.0;1.0;0.2203166;0.9855;0.18377344;0.9862;784;784;784
0.0;1.0;0.22035149;0.9855;0.18380955;0.9862;784;784;784
0.0;1.0;0.22038709;0.9855;0.18384549;0.9862;784;784;784
0.0;1.0;0.22042081;0.9855;0.1838821;0.9862;784;784;784
0.0;1.0;0.22045681;0.9855;0.18391712;0.9862;784;784;784
0.0;1.0;0.22049241;0.9855;0.18395314;0.9862;784;784;784
0.0;1.0;0.22052686;0.9855;0.18398847;0.9862;784;784;784
0.0;1.0;0.22056167;0.9855;0.18402374;0.9862;784;784;784
0.0;1.0;0.2205969;0.9855;0.1840587;0.9862;784;784;784
0.0;1.0;0.22063413;0.9855;0.18409365;0.9862;784;784;784
0.0;1.0;0.22066809;0.9855;0.18413222;0.9862;784;784;784
0.0;1.0;0.22070225;0.9855;0.18416852;0.9862;784;784;784
0.0;1.0;0.22073677;0.9855;0.1842052;0.9862;784;784;784
0.0;1.0;0.22077075;0.9855;0.18423992;0.9862;784;784;784
0.0;1.0;0.22080508;0.9855;0.18427525;0.9862;784;784;784
0.0;1.0;0.22083826;0.9855;0.18430962;0.9862;784;784;784
0.0;1.0;0.22087161;0.9855;0.18434702;0.9862;784;784;784
0.0;1.0;0.22090459;0.9855;0.1843817;0.9862;784;784;784
0.0;1.0;0.22094129;0.9855;0.18441477;0.9862;784;784;784
0.0;1.0;0.22097507;0.9855;0.184448;0.9862;784;784;784
0.0;1.0;0.22100788;0.9855;0.18448283;0.9862;784;784;784
0.0;1.0;0.2210408;0.9855;0.18451701;0.9862;784;784;784
0.0;1.0;0.22107388;0.9855;0.18455087;0.9862;784;784;784
0.0;1.0;0.22110727;0.9855;0.1845845;0.9862;784;784;784
0.0;1.0;0.2211389;0.9855;0.18461873;0.9862;784;784;784
0.0;1.0;0.22117156;0.9855;0.18465237;0.9862;784;784;784
0.0;1.0;0.22120261;0.9855;0.18468499;0.9862;784;784;784
0.0;1.0;0.22123499;0.9855;0.18471798;0.9862;784;784;784
0.0;1.0;0.22126663;0.9855;0.18475185;0.9862;784;784;784
0.0;1.0;0.22129966;0.9855;0.18478402;0.9862;784;784;784
0.0;1.0;0.22133027;0.9855;0.184818;0.9862;784;784;784
0.0;1.0;0.22136104;0.9855;0.18485196;0.9862;784;784;784
0.0;1.0;0.22139287;0.9855;0.18488477;0.9863;784;784;784
0.0;1.0;0.22142541;0.9855;0.18491675;0.9863;784;784;784
0.0;1.0;0.22145665;0.9855;0.18494883;0.9863;784;784;784
0.0;1.0;0.22148809;0.9855;0.18498042;0.9863;784;784;784
0.0;1.0;0.2215211;0.9855;0.18501383;0.9863;784;784;784
0.0;1.0;0.22155334;0.9855;0.18504634;0.9863;784;784;784
0.0;1.0;0.22158454;0.9855;0.18507738;0.9863;784;784;784
0.0;1.0;0.22161587;0.9855;0.18510877;0.9863;784;784;784
0.0;1.0;0.22164653;0.9855;0.18514025;0.9863;784;784;784
0.0;1.0;0.2216775;0.9855;0.18517181;0.9863;784;784;784
0.0;1.0;0.22170834;0.9855;0.18520358;0.9863;784;784;784
0.0;1.0;0.22173867;0.9855;0.18523404;0.9863;784;784;784
0.0;1.0;0.2217694;0.9855;0.18526536;0.9863;784;784;784
0.0;1.0;0.22180049;0.9855;0.18529628;0.9863;784;784;784
0.0;1.0;0.22183135;0.9855;0.18532586;0.9863;784;784;784
0.0;1.0;0.22186154;0.9855;0.18535706;0.9863;784;784;784
0.0;1.0;0.22189197;0.9855;0.18538946;0.9863;784;784;784
0.0;1.0;0.22192238;0.9855;0.18541957;0.9863;784;784;784
0.0;1.0;0.22195175;0.9855;0.18544969;0.9863;784;784;784
0.0;1.0;0.22198252;0.9855;0.18547979;0.9863;784;784;784
0.0;1.0;0.22201328;0.9855;0.18551074;0.9863;784;784;784
0.0;1.0;0.22204292;0.9855;0.18554106;0.9863;784;784;784
0.0;1.0;0.222073;0.9855;0.1855714;0.9863;784;784;784
0.0;1.0;0.22210142;0.9855;0.18560176;0.9863;784;784;784
0.0;1.0;0.2221326;0.9855;0.18563138;0.9863;784;784;784
0.0;1.0;0.22216274;0.9855;0.18566053;0.9863;784;784;784
0.0;1.0;0.22219104;0.9855;0.18569125;0.9863;784;784;784
0.0;1.0;0.2222204;0.9855;0.18572043;0.9863;784;784;784
0.0;1.0;0.22225045;0.9855;0.18574971;0.9863;784;784;784
